kg1_treated_rep1	kg1_treated_rep2	kg1_treated_rep3	kg1_DMSO_rep1	kg1_DMSO_rep2	kg1_DMSO_rep3	molm14_treated_rep1	molm14_treated_rep2	molm14_treated_rep3	molm14_DMSO_rep1	molm14_DMSO_rep2	molm14_DMSO_rep3	ociaml2_treated_rep1	ociaml2_treated_rep2	ociaml2_treated_rep3	ociaml2_DMSO_rep1	ociaml2_DMSO_rep2	ociaml2_DMSO_rep3	ociaml3_treated_rep1	ociaml3_treated_rep2	ociaml3_treated_rep3	ociaml3_DMSO_rep1	ociaml3_DMSO_rep2	ociaml3_DMSO_rep3	thp1_treated_rep1	thp1_treated_rep2	thp1_treated_rep3	thp1_DMSO_rep1	thp1_DMSO_rep2	thp1_DMSO_rep3
DAC+SB.686.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561583038681041
DAC+SB.686.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011cmq.2-x0-0	1262.13253659825	1300.80839286887	1099.88208126931	1413.7182736982	1292.51384452564	1166.67301730554	1607.28872783158	1500.18358768687	1343.14303271195	2060.29403188495	2225.5082985059	1727.66705349024	1280.07572375825	1218.9986822647	1415.89486539467	1399.70387777945	1442.84197113724	1254.88548755596	2717.34826317314	1922.2024602058	1807.6965166444	2117.656775619	2390.34563730873	2089.39760282272	1148.75774606448	1126.17528317006	972.012085583817	878.018964670611	1050.65249063327	887.862784154725
DAC+SB.687.1-x1-0	909.292778325595	970.255620275138	667.885842540982	998.737929369927	956.106131566912	656.049779435089	1124.02067047263	1111.83819087431	911.03436980933	1463.32530731784	1642.02236409484	1118.52357471209	969.495023184585	959.919943254767	803.926771080166	888.518763945608	1041.27430279484	850.335755836086	1612.48354264911	1500.25557869721	1141.88463169713	1616.84497955008	1603.06339312806	1338.58939254871	838.682901325982	812.211264831743	578.298615883902	664.193950443369	606.145667673041	527.888056360178
uc003jeu.2-x0-0	1903.53678507607	1650.385785468	1983.53202571036	1768.54039361379	1536.8520781483	2140.96563209284	2175.04420780573	2032.16358332051	2254.81006527809	2149.87203327125	1915.69275811065	2436.57391511259	1436.62450476054	1272.14303898469	1295.16212027417	1592.83241829274	1270.07448592016	1531.38567972931	2545.32858314976	2906.74518372585	3017.42726442425	2906.29144299189	2461.59289922553	2654.59070290474	1724.48281958039	1549.34417745215	1753.30323065066	1856.26840476024	1315.56059724593	1663.97054361192
uc011cmx.1-x0-0	0.449477399073453	0	0.468034928199707	0.557020596413791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14993417089339	0	0	0	0	0	0	0	0	0
uc010itv.1-x0-0	1.34843219722036	0	0.936069856399415	2.78510298206896	0	0.978205436533433	0.675899380921605	0	1.26532551362407	1.30770804943507	0	1.17368685699065	0.503372286180989	6.64304458999839	0.638797593230168	0.637387922486089	0	0.868132471501874	0.803830280483108	0	1.14993417089339	1.43911435651988	3.56236309584013	0	0	0	0.511316194415475	2.00460950838039	0	3.93108127076728
DAC+SB.688.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.688.4-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.688.6-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.688.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.688.5-x1-0	0.449477399073453	0	1.40410478459912	1.67106178924137	3.54113382061819	3.26068478844478	2.70359752368642	0	1.8979882704361	1.30770804943507	0	0.586843428495325	0	0	4.15218435599609	1.91216376745827	0	0.868132471501874	0.401915140241554	3.90691556952399	4.02476959812685	2.15867153477982	0	3.43731685540754	3.5898679564515	0	2.55658097207737	2.00460950838039	0	0
DAC+SB.688.7-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.688.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.689.2-x1-0	0.449477399073453	0	1.87213971279883	0.557020596413791	3.54113382061819	0.326068478844478	0	0	0	0	0	0.586843428495325	0.503372286180989	0	0	0	0	0	0	3.90691556952399	0	0	0	0.49104526505822	0	0	0.511316194415475	0.66820316946013	0	0
uc003jfc.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003jfe.1-x0-0	0	0	0.936069856399415	1.67106178924137	0	0.652136957688956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29986834178677	0	0	0	0	0	0	0	0	0
DAC+SB.690.1-x1-0	5.84320618795488	7.13423250202307	7.02052392299561	4.45616477131033	0	5.8692326192006	8.78669195198087	0	8.85727859536849	7.84624829661042	10.3271846798418	10.5631817129158	9.0607011512578	3.32152229499919	7.02677352553185	7.01126714734698	9.33878298470707	8.68132471501874	9.64596336579729	11.720746708572	12.6492758798272	9.3542433173792	0	9.82090530116439	10.7696038693545	13.6506094929705	15.3394858324642	15.368672897583	8.97993581737838	14.6011590057071
DAC+SB.690.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.109.1-x2-0	1.34843219722036	0	0.468034928199707	2.22808238565516	0	1.30427391537791	0	0	0	0	5.16359233992089	0	0.503372286180989	0	0.958196389845251	1.27477584497218	0	1.73626494300375	0	0	0	2.87822871303975	10.6870892875204	1.47313579517466	1.79493397822575	4.55020316432349	1.53394858324642	0	0	0.561583038681041
uc003jfg.3-x0-0	1076.04889338185	1079.64718530616	1014.23168940877	1116.82629580965	1122.53942113597	1126.24052592883	314.293212128547	276.629597729494	304.310786026589	345.888779075576	438.905348893276	366.777142809578	38.7596660359361	36.5367452449911	38.9666531870402	5.7364913023748	14.0081744770606	14.7582520155319	239.541423583966	207.066525184771	236.311472118591	230.97785422144	281.42668457137	212.131554505151	48.4632174120953	50.0522348075584	50.620303247132	60.1382852514117	71.839486539027	63.4588833709576
uc011cna.1-x0-0	162.261341065516	97.5011775276487	190.490215777281	79.6539452871721	0	188.141512293264	0	58.5177995197006	32.2658005974138	35.3081173347469	41.3087387193671	44.0132571371493	0	0	0	0	0	0	16.4785207499037	7.81383113904797	24.1486175887611	69.797046291214	49.8730833417618	40.7567569998322	0	0	0	0	0	1.12316607736208
uc003jfh.1-x0-0	284.519193613495	313.906230089015	242.442092807448	392.699520471723	439.100593756656	237.051784119935	91.9223158053384	37.2385996943549	66.4295894652636	106.578206028958	98.1082544584969	44.0132571371493	0	0	0.319398796615084	0	4.66939149235353	0	53.4547136521267	109.393635946672	59.2216098010094	59.7232457955749	53.435446437602	68.7463371081508	1.79493397822575	0	3.06789716649285	1.33640633892026	0	0
DAC+SB.692.1-x1-0	0.449477399073453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.692.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.638797593230168	0	0	0	0.401915140241554	0	0	0.719557178259938	0	0	0.897466989112876	0	1.53394858324642	1.33640633892026	4.48996790868919	2.24633215472416
DAC+SB.692.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.692.4-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.693.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401915140241554	0	0	0	0	0	0	0	0	0	0	0
DAC.111.1-x2-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.694.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.112.1-x2-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.112.2-x2-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc010itw.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003jfp.3-x0-0	1.34843219722036	0	0.468034928199707	0.557020596413791	0	0	0.675899380921606	0	0	0.653854024717535	0	0.586843428495325	1.51011685854297	0	0	0	0	0.868132471501874	0.803830280483108	0	1.72490125634008	0.719557178259938	0	0.982090530116439	1.79493397822575	0	1.53394858324642	1.33640633892026	0	0
uc011cnb.2-x0-0	0	11.8903875033718	0	14.4825355067586	14.1645352824728	28.3679576594696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448733494556438	0	1.02263238883095	0	0	0
uc011cnc.2-x0-0	20.2264829583054	0	14.5090827741909	0	0	2.28247935191134	0	0	0	0	0	0	4.02697828944791	0	0	0	0	0	0	0	0	0	0	0	4.93606844012082	0	0	0	0	0
uc011cnd.2-x0-0	14.8327541694239	9.51231000269743	0	0	0	0	13.5179876184321	0	0	0	0	0	24.6652420228685	0	9.9013626950676	4.46171545740262	74.7102638776565	0	0	0	0	0	17.8118154792007	18.1686748071541	63.2714227324577	111.479977525925	18.9186991933726	0	0	0
uc011cne.2-x0-0	0	0	0	0	0	0	0	154.274198733756	31.0004750837897	49.6929058785326	0	17.6053028548597	0	0	0	0	0	30.8187027383165	20.0957570120777	0	15.5241113070607	17.9889294564985	0	0	15.2569388149189	0	71.072951023751	151.68211946745	112.24919771723	114.001356852251
uc010itx.3-x0-0	0	0	29.9542354047813	7.24126775337928	0	3.91282174613373	226.426292608738	63.837599476037	189.166164286798	197.463915464696	191.052916577073	209.503103972831	99.1643403776548	136.182414094967	100.930019730366	96.8829642178855	28.0163489541212	81.6044523211762	145.091365627201	97.6728892380997	131.667462567293	147.509221543287	153.181613121126	138.965810011476	362.576663601602	423.168894282084	344.62711503603	543.917379940546	610.63563558173	520.025893818644
uc003jfu.2-x0-0	0.449477399073453	0	0.468034928199707	0	0	0.652136957688956	41.9057616171395	63.837599476037	44.2863929768424	45.7697817302274	46.472331059288	26.4079542822896	20.1348914472396	39.8582675399903	22.677314559671	23.5833531319853	23.3469574617677	13.456053308279	28.5359749571503	42.9760712647639	20.1238479906343	20.8671581695382	46.3107202459217	25.5343537830274	96.9264348241906	100.104469615117	62.8918919131034	102.2350849274	94.289326082473	104.454445194674
uc003jfv.2-x0-0	0	2.37807750067436	0	0	7.08226764123639	0	18.2492832848833	10.6395999126728	10.7552668658046	11.7693724449156	5.16359233992089	19.3658331403457	5.03372286180989	6.64304458999839	9.58196389845251	6.37387922486089	0	7.37912600776593	2.41149084144932	7.81383113904797	6.89960502536032	10.0738004956391	0	10.8029958312808	20.6417407495961	25.0261174037792	36.3034498034987	33.4101584730065	44.8996790868919	46.6113922105264
STRG.167.2-x3-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.167.5-x3-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.696.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.696.6-x1-0	0	0	0	0	0	0	0	0	0.632662756812035	0.653854024717535	0	0	0	0	0	0.637387922486089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.167.4-x3-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.167.6-x3-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.696.4-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.696.5-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.113.2-x2-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.696.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.696.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.167.1-x3-0	0.449477399073453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66820316946013	0	0
STRG.167.3-x3-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc031siy.1-x0-0	1.79790959629381	7.13423250202307	3.74427942559766	3.89914417489654	14.1645352824728	3.58675326728926	2.02769814276482	5.31979995633642	3.79597654087221	4.57697817302274	0	4.6947474279626	3.02023371708593	6.64304458999839	5.42977954245643	5.09910337988871	4.66939149235353	3.4725298860075	21.3015024328024	27.3484089866679	12.6492758798272	7.19557178259938	10.6870892875204	11.7850863613973	6.28226892379013	0	7.15842672181665	6.01382852514117	4.48996790868919	8.42374558021561
DAC+SB.698.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401915140241554	0	0	0.719557178259938	0	0	0	0	1.02263238883095	0.66820316946013	0	0
DAC+SB.698.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.574967085446693	0	0	0	0	0	0	0	0	0
DAC+SB.698.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STRG.169.2-x3-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401915140241554	0	0	0	0	0	0	0	0	0	0	0
STRG.169.1-x3-0	0.449477399073453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003jgb.3-x0-0	0	0	0	0	0	0	1.35179876184321	0	1.8979882704361	0	0	0	0	0	0	0	0	0	0.803830280483108	0	0.574967085446693	2.87822871303975	0	1.96418106023288	4.48733494556438	0	5.11316194415475	6.6820316946013	0	3.36949823208624
uc003jge.1-x0-0	0.449477399073453	0	0	0	0	0	0	0	1.26532551362407	0.653854024717535	0	0	0	0	0.958196389845251	0	0	0	1.20574542072466	0	2.87483542723347	0.719557178259938	0	1.47313579517466	0.448733494556438	0	0	0	0	0.561583038681041
uc011cnn.1-x0-0	56.634152283255	73.7204025209051	57.1002612403643	72.4126775337928	92.069479336073	53.1491620516499	94.6259133290248	47.8781996070278	63.2662756812035	127.501534819919	118.762623818181	90.9607314167753	83.5597995060442	53.1443567199871	89.4316630522235	68.8378956284976	135.412353278253	82.0385185569271	122.182202633432	136.74204493334	96.5944703550444	123.044277482449	99.7461666835237	84.950830855072	75.3872270854816	109.204875943764	81.2992749120605	104.90789760524	67.3495186303379	81.4295406087509
uc003jgf.3-x0-0	21.1254377564523	35.6711625101154	26.6779909073833	30.6361328027585	35.4113382061819	29.0200946171585	37.8503653316099	58.5177995197006	37.3271026519101	37.2696794088995	30.9815540395254	36.9711359952055	28.1888480261354	23.2506560649944	20.4415229833654	24.8581289769575	14.0081744770606	23.8736429663015	46.6221562680202	23.4414934171439	39.6727288958218	44.6125450521162	32.0612678625612	41.2478022648905	26.4752761788298	27.3012189859409	27.6110744984356	18.7096887448836	26.9398074521351	33.6949823208624
uc003jgj.3-x0-0	0.449477399073453	2.37807750067436	0.936069856399415	3.34212357848275	0	2.60854783075582	0	0	3.79597654087221	0.653854024717535	0	3.52106057097195	1.00674457236198	0	1.59699398307542	1.91216376745827	0	2.17033117875469	2.81340598169088	0	0.574967085446693	0	0	1.47313579517466	0	0	1.02263238883095	2.67281267784052	8.97993581737838	1.68474911604312
uc010iuc.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011cno.1-x0-0	1.79790959629381	0	2.80820956919824	1.11404119282758	0	1.95641087306687	1.35179876184321	0	1.8979882704361	1.30770804943507	0	0	1.51011685854297	0	1.27759518646034	2.54955168994436	0	0.434066235750937	0.401915140241554	0	1.14993417089339	1.43911435651988	0	0.982090530116439	0.897466989112875	4.55020316432349	0	1.33640633892026	0	0.561583038681041
uc011cnp.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003jgl.3-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003jgm.3-x0-0	2.24738699536726	9.51231000269743	3.27624449739795	6.68424715696549	0	6.52136957688956	4.05539628552963	0	13.9185806498648	10.4616643954806	5.16359233992089	7.0421211419439	6.54383972035286	9.96456688499758	8.62376750860726	9.56081883729133	0	10.8516558937734	9.64596336579729	0	9.19947336714709	8.63468613911926	3.56236309584013	7.3656789758733	7.17973591290301	6.82530474648523	4.0905295553238	19.3778919143438	13.4699037260676	9.54691165757769
uc003jgn.3-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc010iue.3-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011cnq.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011cnr.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011cns.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011cnt.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011cnu.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0.586843428495325	0	0	0	0	0	0	0.803830280483108	0	0.574967085446693	0	0	0.49104526505822	0	0	0	0	0	0
uc011cnv.1-x0-0	28.3170761416275	30.9150075087666	21.5296066971865	25.6229474350344	24.7879367443274	30.3243685325364	0.675899380921606	0	0	0	0	0.586843428495325	0.503372286180989	0	0	0	0	0	0.401915140241554	0	0	0	0	0	0	0	0	0	0	0
uc010iug.3-x0-0	29.6655083388479	16.6465425047205	37.4427942559766	33.9782563812413	21.2468029237092	36.193601151737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448733494556438	0	0	0	0	0.561583038681041
uc003jgt.2-x0-0	0	0	0	0	0	0	8.78669195198087	0	5.06130205449628	0	0	11.1500251414112	0	0	14.3729458476788	0	0	0	3.61723626217398	0	14.3741771361673	0	0	0	0	0	0	0	0	0
uc003jgu.2-x0-0	0	0	0	0	0	0	0	0	0	7.19239427189288	0	0	11.5775625821627	0	0	0	0	0	22.1053327132855	0	0	4.31734306955963	0	7.85672424093151	0	0	0	0	0	0
uc003jgv.2-x0-0	0.449477399073452	0	0	0	0	0	49.3406548072772	58.5177995197006	48.0823695177146	0	36.1451463794462	0	0	3.32152229499919	0	2.54955168994436	0	0	17.6842661706284	46.8829868342878	23.5736505033144	8.63468613911926	3.56236309584013	0	0.448733494556438	0	1.53394858324642	2.67281267784052	0	1.12316607736208
uc003jgw.2-x0-0	0.449477399073453	0	0.468034928199707	0	0	0	15.5456857611969	10.6395999126728	20.8778709747971	6.53854024717535	5.16359233992089	5.28159085645792	5.03372286180989	0	3.83278555938101	0.637387922486089	0	3.4725298860075	6.83255738410641	0	13.2242429652739	0	0	0	0	0	0	0	0	0
uc003jgx.2-x0-0	0	0	0	0.557020596413791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc010iuh.2-x0-0	0	0	0	0	0	0	2.02769814276482	0	3.79597654087221	1.9615620741526	0	2.3473737139813	1.00674457236198	0	2.87458916953575	0	0	0	1.20574542072466	7.81383113904797	3.44980251268016	0	0	0.49104526505822	0	0	0	0	0	0.561583038681041
uc003jha.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003jhb.1-x0-0	2.69686439444072	9.51231000269743	2.34017464099854	5.57020596413791	0	7.82564349226747	1.35179876184321	5.31979995633642	5.69396481130831	4.57697817302274	5.16359233992089	3.52106057097195	2.51686143090495	3.32152229499919	3.19398796615084	0	4.66939149235353	4.34066235750937	6.43064224386486	0	5.17470376902024	12.232472030419	3.56236309584013	3.43731685540754	7.17973591290301	0	9.71500769389402	8.01843803352156	8.97993581737838	10.6700777349398
uc003jhc.2-x0-0	0	0	0.468034928199707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00957570120777	0	4.02476959812685	4.31734306955963	0	2.4552263252911	0	0	0	0	0	0
uc003jhd.2-x0-0	0	0	0.936069856399415	0	0	0	0	0	0	0	0	0	0	0	0	0.637387922486089	0	0	43.8087502863294	66.4175646819078	50.0221364338623	21.5867153477981	17.8118154792007	32.4089874938425	0	0	0	0	0	0.561583038681041
uc003jhi.2-x0-0	1085.03844136331	1110.56219281492	1026.86863247016	1151.36157278731	1090.6692167504	1050.59263883691	1044.9404429048	915.005592489864	964.178041381541	1161.24474789834	1259.9165309407	1012.30491415443	904.056625981056	777.236217029812	819.25791331769	884.057048488205	817.143511161869	828.198377812788	1754.76150229462	1832.34340210675	1693.85303372596	1914.7416513497	2119.60604202488	1973.01987500393	945.481473030414	937.341851850639	871.794111478384	900.069669262795	897.993581737838	874.38479122638
uc010iui.1-x0-0	7.19163838517524	7.13423250202307	2.34017464099854	1.11404119282758	10.6234014618546	5.21709566151164	16.8974845230401	0	7.59195308174442	13.7309345190682	20.6543693596836	9.97633828442052	1.00674457236198	6.64304458999839	22.677314559671	10.1982067597774	32.6857404464747	9.54945718652062	26.9283143961841	11.720746708572	6.32463793991362	15.1107007434587	46.3107202459217	18.6597200722123	8.97466989112876	6.82530474648523	7.66974291623212	8.01843803352156	0	5.05424734812937
uc011cnw.1-x0-0	211.703854963596	187.868122553274	230.741219602456	185.487858605792	127.480817542255	215.205196037355	380.531351458864	234.071198078802	401.10818781883	346.542633100293	273.670394015807	340.956031955784	312.090817432213	288.97243966493	305.664648360635	293.835832266087	256.816532079444	286.049649359868	334.393396680973	375.063894674303	507.69593644943	513.044268099336	448.857750075856	447.342236468038	218.533211848985	191.108532901586	235.716765625534	229.861890294285	112.24919771723	210.032056466709
uc003jhk.4-x0-0	172.149843845132	195.002355055297	177.853272715889	178.246590852413	134.563085183491	207.379552545088	302.127023271958	372.385996943549	368.842387221416	305.349829543089	258.179616996045	309.266486817036	195.811819324405	169.397637044959	265.73979878375	238.383083009797	284.832881033566	291.69251042463	466.623477820444	472.736783912402	516.32044273113	365.535046556049	431.045934596656	469.439273395658	195.647803626607	197.933837648072	229.069655098133	188.433293787757	228.988363343149	228.002713704503
uc010iuj.3-x0-0	26.9686439444072	0	31.3583401893804	21.7238032601379	60.1992749505093	24.1290674344914	48.6647554263556	21.2791998253457	72.756217033384	51.6544679526853	41.3087387193671	44.0132571371493	30.2023371708593	9.96456688499758	29.3846892885877	21.671189364527	0	21.7033117875469	63.5025921581655	7.81383113904797	37.9478276394817	77.7121752520734	10.6870892875204	38.7925759395994	37.2448800481843	4.55020316432349	43.4618765253153	36.082971150847	0	26.95598585669
STRG.170.1-x3-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.719557178259938	0	0	0	0	0	0	0	0
STRG.170.2-x3-0	0	2.37807750067436	0	1.11404119282758	0	0.326068478844478	0	0	0	0	0	0	0.503372286180989	0	0.638797593230168	0.637387922486089	0	0	2.00957570120777	0	0	0	0	0	0.448733494556438	0	0.511316194415475	0	0	0
uc003jhl.3-x0-0	18.878050761085	9.51231000269743	19.6574669843877	17.2676384888275	14.1645352824728	23.4769304768024	0.675899380921606	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72490125634008	0	0	0	1.79493397822575	2.27510158216174	3.06789716649285	2.00460950838039	8.97993581737838	2.8079151934052
uc011cnx.1-x0-0	23.822302150893	21.4026975060692	20.1255019125874	21.1667826637241	14.1645352824728	18.5859032941352	5.40719504737284	0	3.79597654087221	5.88468622245781	20.6543693596836	5.86843428495325	5.03372286180989	0	5.42977954245643	0	4.66939149235353	3.4725298860075	2.81340598169088	0	3.44980251268016	4.31734306955963	0	5.89254318069864	6.28226892379013	4.55020316432349	7.66974291623212	2.67281267784052	8.97993581737838	10.1084946962587
uc003jhn.3-x0-0	4.04529659166107	0	2.34017464099854	1.11404119282758	3.54113382061819	5.54316414035612	3.37949690460803	0	1.8979882704361	1.9615620741526	0	1.76053028548597	0	0	0	0	0	0	0.803830280483107	0	1.72490125634008	0.719557178259938	0	0	0.448733494556438	0	0	1.33640633892026	0	0
uc003jho.3-x0-0	4.04529659166107	7.13423250202307	10.7648033485933	3.34212357848275	0	0	0	0	1.8979882704361	0.653854024717535	0	0.586843428495325	2.01348914472396	0	1.59699398307542	1.91216376745827	0	0.434066235750937	1.20574542072466	0	0.574967085446693	2.87822871303975	3.56236309584013	1.96418106023288	2.69240096733863	4.55020316432349	3.57921336090832	2.00460950838039	0	1.68474911604312
uc010ium.1-x0-0	645.000067670405	397.138942612618	458.206194707514	605.481388301791	531.170073092729	522.361703108853	1944.56251891146	1404.42718847281	1473.47156061523	1614.36558702759	1218.60779222133	1368.5188752511	688.109915209412	554.694223264866	447.477714057732	551.977940872953	499.624889681828	468.357468375261	680.844247569192	1187.70233313529	817.603195505198	993.708463176975	922.652041822594	734.112671262038	1534.66855138302	1251.30587018896	879.463854394616	1214.12515890906	1140.45184880705	659.860070450223
uc011cny.1-x0-0	702.533174751806	677.752087692192	816.25291478029	650.043036014894	655.109756814366	871.581043951289	2792.81624196807	2883.33157633434	3398.66432959425	2058.3324698108	1998.31023554938	2569.78737338103	763.61575813656	790.522306209808	925.937111387128	721.523128254253	504.294281174182	849.901689600335	1799.77599800168	1961.27161590104	2500.53185460767	1679.4464540587	1567.43976216966	1949.94074754619	2399.37799539327	2382.03135652335	3088.86113046388	2060.73857461504	1665.77809412369	2346.29393560939
uc010iun.1-x0-0	335.310139708796	385.248555109246	316.859646391202	355.936161108412	393.06585408862	325.090273407944	394.725238458218	553.259195458987	396.679548521146	503.467599032502	418.250979533592	416.65883423168	278.868246544268	279.007872779932	335.368736445838	296.385383956031	401.567668342404	295.599106546388	564.690772039383	617.29265998479	539.319126148998	476.346852008079	648.350083442904	499.393034564209	372.000066987287	375.391761056688	351.274225563431	308.04166112112	363.687400603824	291.46159707546
