chr	start	end	strand	pvalue	qvalue	meth.diff	symbol	tss	tss.strand	distance
chr4	148682001	148683000	*	0.000946125646751609	0.0104532024138929	-57.9245283018868	NR3C2	148444698	-	237303
chr4	150086001	150087000	*	0.000353506933783633	0.0051999834658788	-36.9108345235666	DCLK2	150078445	+	-7556
chr4	150770001	150771000	*	0.0569659745800666	0.168865013469663	-34.5454545454545	MAB21L2	150582151	+	-187850
chr4	151264001	151265000	*	0.165794021487548	0.334273873785205	-16.3275952008346	PRSS48	151277173	+	13172
chr4	151976001	151977000	*	2.8468689977694e-06	0.000184955023996356	-76.4044943820225	LINC02273	152100753	+	124752
chr4	152079001	152080000	*	1	0.790350066518014	2.5	LINC02273	152100753	+	21752
chr4	152189001	152190000	*	0.0320703131999666	0.115086216287042	-29.9120234604106	LINC02273	152100818	+	-88183
chr4	152294001	152295000	*	0.0258870564717641	0.100117026975549	-44.9760765550239	FBXW7-AS1	152337674	+	43673
chr4	153153001	153154000	*	1	0.790350066518014	-1.28205128205128	TRIM2	153153078	+	77
chr4	153622001	153623000	*	2.68192985928117e-06	0.000177946497666649	-56.4848484848485	LOC100419170	153640168	+	18167
chr4	154416001	154417000	*	1	0.790350066518014	-0.9375	DCHS2	154491799	-	-75798
chr4	154781001	154782000	*	0.105787947666753	0.249353939867021	-15.2272727272727	RBM46	154781272	+	271
chr4	155033001	155034000	*	1	0.790350066518014	-10	NPY2R	155173723	+	140722
chr4	155811001	155812000	*	0.761037533714064	0.790350066518014	-5.55555555555556	GUCY1B1	155759021	+	-51980
chr4	155815001	155816000	*	0.0326025659239034	0.116282573013908	-39.7435897435897	ASIC5	155866277	-	-51276
chr4	156386001	156387000	*	0.663961935867949	0.781531461680276	-4.21052631578947	CTSO	155953866	-	432135
chr4	157954001	157955000	*	0.0160826844642195	0.0721974682644087	-41.304347826087	GASK1B-AS1	158170752	+	216751
chr4	158688001	158689000	*	0.725754628980436	0.790350066518014	-8.27586206896552	ETFDH	158682108	+	-5893
chr4	158769001	158770000	*	1	0.790350066518014	0	FNIP2	158769026	+	25
chr4	159102001	159103000	*	0.603343657590041	0.73612828945559	-11.8881118881119	RAPGEF2	159104051	+	2050
chr4	161828001	161829000	*	0.27485854396474	0.459415674603174	-20.3703703703704	LOC101928052	162022733	+	194732
chr4	163093001	163094000	*	0.168256831928205	0.337139761523846	21.875	MIR4454	163093628	-	-627
chr4	164747001	164748000	*	0.263010739751399	0.448045560805237	-3.05216677334059	SMIM31	164754131	+	7130
chr4	164860001	164861000	*	0.704240104725525	0.790350066518014	-10.2702702702703	APELA	164877178	+	17177
chr4	165327001	165328000	*	1	0.790350066518014	-0.333333333333333	MSMO1	165327666	+	665
chr4	165849001	165850000	*	1	0.790350066518014	2.10084033613445	TLL1	165873237	+	24236
chr4	166259001	166260000	*	0.153474544778893	0.317868436037157	-28.2352941176471	TLL1	165873237	+	-385764
chr4	169009001	169010000	*	1	0.790350066518014	0	CBR4	169010255	-	-1254
chr4	169079001	169080000	*	1	0.790350066518014	0	CBR4	169010255	-	68746
chr4	169620001	169621000	*	1	0.790350066518014	-0.917431192660551	CLCN3	169620578	+	577
chr4	170207001	170208000	*	0.7292140587379	0.790350066518014	-9.18367346938776	LINC01612	170226591	+	19590
chr4	170687001	170688000	*	0.360655737704918	0.53812906168385	-4.54545454545455	LINC02382	170743735	-	-56734
chr4	171989001	171990000	*	0.571739896373199	0.717973303821561	-7.72727272727273	LOC441052	171813607	-	175394
chr4	173371001	173372000	*	1	0.790350066518014	0	SAP30	173370954	+	-47
chr4	173434001	173435000	*	1	0.790350066518014	-5.47945205479452	SCRG1	173399116	-	34885
chr4	173500001	173501000	*	0.00346873772852219	0.0259980611551249	-44.2857142857143	SCRG1	173519144	-	-19143
chr4	173641001	173642000	*	1	0.790350066518014	-2.16216216216216	HAND2-AS1	173530458	+	-110543
chr4	174294001	174295000	*	0.666508131833936	0.783744598938211	4.92498369210698	CEP44	174283911	+	-10090
chr4	174975001	174976000	*	0.230531078828293	0.410019848007346	-28.3333333333333	ADAM29	174918358	+	-56643
chr4	175048001	175049000	*	0.737624243580001	0.790350066518014	8.06451612903226	ADAM29	174918358	+	-129643
chr4	175425001	175426000	*	0.333333333333333	0.51281991653641	9.09090909090909	GPM6A	175787676	-	-362675
chr4	176498001	176499000	*	0.157233527448799	0.322704094486602	-27.5	SPCS3	176319966	+	-178035
chr4	179689001	179690000	*	0.194886608716404	0.369151055062011	-12.4235006119951	LINC00290	181159149	-	-1470148
chr4	180635001	180636000	*	0.46997559557913	0.638883659414062	-11.9298245614035	LINC00290	181159149	-	-524148
chr4	182040001	182041000	*	0.735381436097447	0.790350066518014	9.97782705099777	TENM3-AS1	182144515	-	-104514
chr4	182679001	182680000	*	0.307760927743086	0.491753800306993	20.9433962264151	DCTD	182917253	-	-238252
chr4	182840001	182841000	*	2.57871525104413e-05	0.000880468793276764	-69.620253164557	DCTD	182917253	-	-77252
chr4	182917001	182918000	*	1	0.790350066518014	0	DCTD	182917253	-	-252
chr4	182918001	182919000	*	0.0160458572255994	0.0721151021326174	-42.3076923076923	DCTD	182917477	-	524
chr4	183967001	183968000	*	1	0.790350066518014	4.54545454545454	STOX2	183905307	+	-61694
chr4	184091001	184092000	*	0.0770784909708565	0.204045865915435	-22.8571428571429	ENPP6	184217873	-	-126872
chr4	184456001	184457000	*	0.525295706742406	0.678108463641813	-3.39622641509435	IRF2	184474550	-	-18549
chr4	184474001	184475000	*	1	0.790350066518014	-0.854700854700855	IRF2	184474550	-	-549
chr4	184546001	184547000	*	0.458333333333333	0.628721353318127	-9.09090909090909	LINC02427	184537583	-	8418
chr4	184638001	184639000	*	0.190545641729581	0.363714946501611	-7.36842105263158	CASP3	184649447	-	-11446
chr4	184889001	184890000	*	1	0.790350066518014	-1.63934426229508	LINC01093	184899461	-	-10460
chr4	184923001	184924000	*	1	0.790350066518014	3.2258064516129	MIR4455	184938440	-	-15439
chr4	184986001	184987000	*	1	0.790350066518014	-4.1025641025641	HELT	185018841	+	32840
chr4	185014001	185015000	*	1	0.790350066518014	-7.02702702702703	HELT	185018841	+	4840
chr4	185147001	185148000	*	0.586466165413534	0.727281304582192	-17.2727272727273	SLC25A4	185143266	+	-3735
chr4	185203001	185204000	*	0.00148640771750279	0.0142771044387631	36.3945578231292	CFAP97	185204000	-	-999
chr4	185209001	185210000	*	0.0886315445428781	0.221410206707426	-13.167701863354	SNX25	185209557	+	556
chr4	185286001	185287000	*	1	0.790350066518014	-1.19617224880383	SNX25	185209557	+	-76444
chr4	185513001	185514000	*	0.286867128689476	0.471494940593347	9.20398009950249	PDLIM3	185535507	-	-22506
chr4	186118001	186119000	*	0.269543596494428	0.454642519218854	-8.43465045592707	FAM149A	186104704	+	-13297
chr4	186420001	186421000	*	0.0521642686259111	0.160682489497923	33.6082474226804	F11-AS1	186501058	-	-81057
chr4	186724001	186725000	*	0.502492970045359	0.661013773371221	12.5	FAT1	186723856	-	145
chr4	188707001	188708000	*	1	0.790350066518014	5.1948051948052	LINC02508	188776657	+	69656
chr4	188796001	188797000	*	0.126229508196721	0.279839863949102	-9.09090909090909	LINC02508	188776657	+	-19344
chr4	189664001	189665000	*	0.000701900571194384	0.00849752497468163	-46.1538461538462	LINC01262	189659606	+	-4395
chr4	190111001	190112000	*	0.000124426468264712	0.00248316624645493	-25.8385744234801	DUX4	190065229	+	-45772
chr5	52001	53000	*	0.217391304347826	0.39433253553819	-10	PLEKHG4B	92168	+	40167
chr5	218001	219000	*	1	0.790350066518014	-0.719424460431655	CCDC127	218153	-	-152
chr5	281001	282000	*	0.306732196498836	0.491032569392911	-10.1408450704225	PDCD6-AHRR	271646	+	-9355
chr5	316001	317000	*	0.659360999033208	0.777973914968281	9.09090909090908	AHRR	321714	+	5713
chr5	403001	404000	*	1	0.790350066518014	-0.699300699300699	EXOC3-AS1	443160	-	-40159
chr5	442001	443000	*	0.497006799689278	0.656827851548134	-14.2857142857143	EXOC3-AS1	443160	-	-1159
chr5	531001	532000	*	0.529028888108863	0.681029742594833	11.8072289156626	MIR4456	535882	-	-4881
chr5	600001	601000	*	0.0156611288055895	0.0710040991592065	-36.3636363636364	CEP72-DT	612210	-	-12209
chr5	672001	673000	*	0.585199925199925	0.727156861645431	-4.87900078064012	TPPP	693352	-	-21351
chr5	688001	689000	*	0.708009820423393	0.790350066518014	12.6530612244898	TPPP	693352	-	-5351
chr5	758001	759000	*	0.276377445727368	0.460893814146212	-15.462962962963	ZDHHC11B	784729	-	-26728
chr5	760001	761000	*	0.472705663597432	0.641223096942049	8.54341736694677	ZDHHC11B	784729	-	-24728
chr5	764001	765000	*	1.37919920255525e-08	2.74530297833876e-06	-40.7208176438946	ZDHHC11B	784729	-	-20728
chr5	765001	766000	*	0.700616835353217	0.790350066518014	-11.5789473684211	ZDHHC11B	784729	-	-19728
chr5	777001	778000	*	0.127230423958573	0.280927110431193	-13.3540372670807	ZDHHC11B	784729	-	-7728
chr5	784001	785000	*	0.0277868326531307	0.104736405741676	18.671875	ZDHHC11B	784729	-	-728
chr5	840001	841000	*	0.00137746546771268	0.0136492424476426	-27.5337837837838	ZDHHC11	850986	-	-10985
chr5	843001	844000	*	0.800399258704619	0.790350066518014	-2.11426000899687	ZDHHC11	850986	-	-7985
chr5	957001	958000	*	1	0.790350066518014	4.54545454545454	LOC100506688	997340	-	-40339
chr5	1106001	1107000	*	0.006446549379249	0.0387968645997396	-31.2390312390312	SLC12A7	1112063	-	-6062
chr5	1123001	1124000	*	0.00119501532666621	0.0123944733956233	45.6349206349206	SLC12A7	1112063	-	10938
chr5	1140001	1141000	*	0.0142942761862367	0.0663334801723641	-38.135593220339	SLC12A7	1112063	-	27938
chr5	1158001	1159000	*	0.576123373434499	0.720496162818903	-2.30769230769231	CTD-3080P12.3	1178605	-	-20604
chr5	1159001	1160000	*	0.00737954781278476	0.0429076617783843	-45.1463790446841	CTD-3080P12.3	1178605	-	-19604
chr5	1172001	1173000	*	0.330801952878955	0.510333641650176	-13.6363636363636	CTD-3080P12.3	1178605	-	-6604
chr5	1180001	1181000	*	0.591593810595802	0.730444925279241	8.33333333333334	CTD-3080P12.3	1178605	-	1396
chr5	1183001	1184000	*	0.496640288970523	0.656535844624033	13.3333333333333	CTD-3080P12.3	1178605	-	4396
chr5	1234001	1235000	*	0.0796374782466384	0.208053161826102	-22.9308005427408	SLC6A18	1225381	+	-8620
chr5	1244001	1245000	*	0.704791676901121	0.790350066518014	-6	SLC6A18	1225381	+	-18620
chr5	1279001	1280000	*	1	0.790350066518014	7.46268656716418	TERT	1295068	-	-16067
chr5	1297001	1298000	*	0.00286124602892169	0.0226082156759035	-41.7808219178082	TERT	1295068	-	1933
chr5	1313001	1314000	*	1	0.790350066518014	-0.735294117647059	MIR4457	1309377	-	3624
chr5	1314001	1315000	*	0.84227183381463	0.790350066518014	-1.19047619047619	MIR4457	1309377	-	4624
chr5	1331001	1332000	*	0.0817610062893081	0.210833729597641	-17.7777777777778	CLPTM1L	1345099	-	-14098
chr5	1420001	1421000	*	0.45073617037635	0.622682417428133	-2.67857142857143	SLC6A3	1445440	-	-25439
chr5	1464001	1465000	*	0.319844041188899	0.501972914442896	-9.47368421052632	SLC6A3	1445440	-	18561
chr5	1827001	1828000	*	0.342857142857143	0.521469144847457	-8.33333333333334	NDUFS6	1801407	+	-25594
chr5	1885001	1886000	*	1	0.790350066518014	-4.03508771929824	IRX4	1886945	-	-1944
chr5	1952001	1953000	*	1	0.790350066518014	-1.72558922558922	CTD-2194D22.4	1887331	+	-64670
chr5	2110001	2111000	*	0.141642800567034	0.302846734447331	-16.5584415584416	LOC100506858	2312201	-	-202200
chr5	2124001	2125000	*	1	0.790350066518014	-1.29032258064516	LOC100506858	2312201	-	-188200
chr5	2170001	2171000	*	0.12649684294848	0.280100649084237	-16.1157024793389	LOC100506858	2312201	-	-142200
chr5	2201001	2202000	*	1	0.790350066518014	0	LOC100506858	2312201	-	-111200
chr5	2738001	2739000	*	0.408095468472827	0.584397546527236	-10.2240896358543	IRX2	2751677	-	-13676
chr5	2897001	2898000	*	0.000130008073264308	0.0025498409104056	-64.6666666666667	LOC105374620	2917854	+	20853
chr5	2931001	2932000	*	0.441079141709049	0.613417603455951	14.2857142857143	LOC105374620	2917854	+	-13147
chr5	2984001	2985000	*	1	0.790350066518014	-3.24324324324324	LOC105374620	2917854	+	-66147
chr5	3859001	3860000	*	0.012948431061255	0.0621276921847813	-36.3636363636364	IRX1	3595832	+	-263169
chr5	4296001	4297000	*	1	0.790350066518014	2.78787878787878	LINC02114	4773481	+	477480
chr5	5605001	5606000	*	1	0.790350066518014	3.84615384615385	ICE1	5422677	+	-182324
chr5	5620001	5621000	*	0.0805497465300618	0.209094461719911	-33.1578947368421	ICE1	5422677	+	-197324
chr5	6556001	6557000	*	0.622116685659689	0.747993073204298	-7.09677419354838	LINC01018	6582136	+	26135
chr5	6687001	6688000	*	0.810654383465925	0.790350066518014	2.94612794612794	LINC02102	6707711	-	-20710
chr5	6855001	6856000	*	0.148648648648649	0.311319378478546	17.8571428571429	MIR4278	6827921	-	27080
chr5	7397001	7398000	*	0.213668782307139	0.3907183781132	-20.3636363636364	ADCY2	7396138	+	-863
chr5	7426001	7427000	*	1	0.790350066518014	-1.08108108108108	ADCY2	7396138	+	-29863
chr5	7956001	7957000	*	0.238202076953017	0.418885235886115	-8.88703251510088	MTRR	7869148	+	-86853
chr5	8833001	8834000	*	0.170053132402079	0.339141037909304	-25.7142857142857	LINC02199	8839732	+	6731
chr5	10087001	10088000	*	0.0565317035905271	0.168479380952478	-26.1538461538462	ATPSCKMT	10249888	-	-162887
chr5	10190001	10191000	*	0.0422567717174966	0.138517131167507	-16.3819875776397	ATPSCKMT	10249888	-	-59887
chr5	10250001	10251000	*	1	0.790350066518014	-0.909090909090909	CCT5	10249921	+	-80
chr5	10565001	10566000	*	1	0.790350066518014	-1.0989010989011	ANKRD33B	10564070	+	-931
chr5	10626001	10627000	*	0.548172757475083	0.697831136049276	4.11764705882353	ANKRD33B	10564070	+	-61931
chr5	11192001	11193000	*	0.343603192115004	0.522094571965322	-9.23076923076924	CTNND2	11588917	-	-396916
chr5	11257001	11258000	*	0.659036006119652	0.777690230024654	-12.2222222222222	CTNND2	11588917	-	-331916
chr5	11373001	11374000	*	0.24390243902439	0.426015929450864	10	CTNND2	11588917	-	-215916
chr5	12662001	12663000	*	1	0.790350066518014	-2.85714285714285	MIR4454	12667859	+	5858
chr5	13187001	13188000	*	1	0.790350066518014	0	LINC02220	13032886	-	154115
chr5	13774001	13775000	*	1	0.790350066518014	-2.32558139534884	DNAH5	13944688	-	-170687
chr5	14818001	14819000	*	0.0178697101492798	0.0774688679448811	-26.7213114754098	MIR4637	14826012	-	-8011
chr5	14912001	14913000	*	0.819761348294855	0.790350066518014	3.48139255702281	ANKH	14871778	-	40223
chr5	15824001	15825000	*	0.0621039657510495	0.177623298738651	-15.7142857142857	MIR887	15935182	+	111181
chr5	16355001	16356000	*	0.140619228707065	0.301454041983461	-9.71348707197764	LINC02150	16441102	-	-86101
chr5	16568001	16569000	*	0.00483792936623124	0.0322598983151168	-30	RETREG1-AS1	16615926	+	47925
chr5	17692001	17693000	*	0.113260334509435	0.260406183080789	-31.6666666666667	H3Y1	17655849	-	36152
chr5	18394001	18395000	*	1	0.790350066518014	0	LINC02223	17807274	+	-586727
chr5	21478001	21479000	*	0.235526315789474	0.415899718610274	-7.14285714285715	GUSBP1	21459480	+	-18521
chr5	21482001	21483000	*	1	0.790350066518014	0.103933482571165	GUSBP1	21459480	+	-22521
chr5	21483001	21484000	*	0.0631231765796788	0.179441175446105	-5.67276136896389	GUSBP1	21459480	+	-23521
chr5	21484001	21485000	*	1.07647226871651e-06	8.91221273607215e-05	-18.4714795008913	GUSBP1	21459480	+	-24521
chr5	22053001	22054000	*	0.674922600619195	0.789170500261567	11.6666666666667	PMCHL1	22142352	+	89351
chr5	22760001	22761000	*	0.00554946484237718	0.0351193218254388	-16.8465736810188	CDH12	22853344	-	-93343
chr5	24070001	24071000	*	0.0676260859047502	0.18666209897931	-17.9393939393939	LINC02899	23951348	+	-118653
chr5	24390001	24391000	*	0.192831012318014	0.366221313112289	-22.9268292682927	CDH10	24644978	-	-254977
chr5	26404001	26405000	*	1	0.790350066518014	-10	CDH9	27038586	-	-634585
chr5	26586001	26587000	*	0.459830592425279	0.629999407127653	-6.98490698490698	CDH9	27038586	-	-452585
chr5	26933001	26934000	*	0.187320037932629	0.359919688510735	16.3492063492063	CDH9	27038586	-	-105585
chr5	28198001	28199000	*	0.124480207417217	0.27720991747057	-29.2857142857143	LINC02103	28287665	-	-89664
chr5	29568001	29569000	*	1	0.790350066518014	-1.42857142857143	LINC02064	29395976	-	172025
chr5	31532001	31533000	*	1	0.790350066518014	-1.56739811912226	DROSHA	31532093	-	-92
chr5	31726001	31727000	*	0.548778634430538	0.698222388709816	9.44498539435248	PDZD2	31639131	+	-86870
chr5	31930001	31931000	*	0.0386942427745211	0.130929956888416	-12.7822673747403	MIR4279	31936159	-	-6158
chr5	32173001	32174000	*	1	0.790350066518014	-4.21836228287841	GOLPH3	32174319	-	-1318
chr5	32313001	32314000	*	1	0.790350066518014	0	MTMR12	32312939	-	62
chr5	32504001	32505000	*	0.0799476270619262	0.208339813532171	-21.0112359550562	ZFR	32444740	-	59261
chr5	32612001	32613000	*	0.0416983552043098	0.137360456750028	-17.9271708683473	SUB1	32585557	+	-26444
chr5	33355001	33356000	*	0.014476835501677	0.0669151218639667	-21.9512195121951	TARS1	33440696	+	85695
chr5	33502001	33503000	*	1	0.790350066518014	2.66106442577031	TARS1	33440965	+	-61036
chr5	33794001	33795000	*	1	0.790350066518014	-0.602409638554214	ADAMTS12	33891990	-	-97989
chr5	34181001	34182000	*	0.00144925243226286	0.0140412688362166	-29.911412193851	LOC646652	34189581	+	8580
chr5	34189001	34190000	*	0.000399833199045121	0.00569561240274463	-11.8381618381618	LOC646652	34189581	+	580
chr5	34190001	34191000	*	2.42108027182683e-07	2.86710263178764e-05	-12.0754070700471	LOC646652	34189581	+	-420
chr5	34191001	34192000	*	3.35329867633308e-05	0.00102856925803726	-15.7476954592011	LOC646652	34189581	+	-1420
chr5	34192001	34193000	*	7.03191636227057e-05	0.00166547356098721	-29.510461902882	LOC646652	34189581	+	-2420
chr5	34193001	34194000	*	0.172640916352814	0.342404132890238	-4.08961593172118	LOC646652	34189581	+	-3420
chr5	34530001	34531000	*	0.1150692725891	0.263335628854883	-13.5416666666667	RAI14	34656328	+	126327
chr5	34572001	34573000	*	0.249871012234681	0.432958799397155	-12.6829268292683	RAI14	34656328	+	84327
chr5	34915001	34916000	*	1	0.790350066518014	0	RAD1	34915504	-	-503
chr5	36151001	36152000	*	1	0.790350066518014	-0.510204081632653	LMBRD2	36151887	-	-886
chr5	36241001	36242000	*	1	0.790350066518014	0	NADK2	36241391	-	-390
chr5	36740001	36741000	*	0.0397074924652928	0.133337556420232	-26.9296740994854	SLC1A3	36606606	+	-133395
chr5	36876001	36877000	*	1	0.790350066518014	-0.655737704918033	NIPBL-DT	36876694	-	-693
chr5	37144001	37145000	*	0.000120411370134233	0.00243829733730517	-15.9125616649743	LOC105374727	37249046	+	105045
chr5	37308001	37309000	*	1	0.790350066518014	2.73972602739725	CPLANE1	37249428	-	58573
chr5	37371001	37372000	*	0.589777129333534	0.729453393266871	-4.34782608695652	NUP155	37371106	-	-105
chr5	37467001	37468000	*	0.331797972280716	0.511635740232219	-19.020979020979	WDR70	37379318	+	-87683
chr5	37468001	37469000	*	0.122613503955472	0.274360911828116	-18.28058573453	WDR70	37379318	+	-88683
chr5	37806001	37807000	*	1	0.790350066518014	-9.09090909090909	GDNF	37834822	-	-28821
chr5	38045001	38046000	*	0.266501426706002	0.451548451250885	-23.6363636363636	LINC02107	38025697	+	-19304
chr5	38388001	38389000	*	0.0197628458498024	0.0827144718435921	-40	EGFLAM-AS2	38403471	-	-15470
chr5	39132001	39133000	*	0.48	0.645062553781553	-15.3846153846154	RICTOR	39074399	-	57602
chr5	40996001	40997000	*	0.464888130598317	0.634086923431442	-15.625	MROH2B	41071342	-	-75341
chr5	41095001	41096000	*	1	0.790350066518014	4.28571428571428	MROH2B	41071342	-	23659
chr5	41125001	41126000	*	0.724297731441122	0.790350066518014	10.3194103194103	MROH2B	41071342	-	53659
chr5	41786001	41787000	*	0.000523755511548058	0.00688572258883822	-54.4444444444444	OXCT1	41843657	-	-57656
chr5	41832001	41833000	*	0.0295566502463054	0.108845613044025	-30	OXCT1	41843657	-	-11656
chr5	41903001	41904000	*	1	0.790350066518014	0	C5orf51	41904344	+	1343
chr5	42136001	42137000	*	0.00537764211285629	0.034439391408384	-10.0702004167338	LOC101926960	42175345	-	-39344
chr5	42231001	42232000	*	0.0169686598650343	0.0747052834933377	41.7283950617284	LOC101926960	42175345	-	55656
chr5	42875001	42876000	*	1	0.790350066518014	0	SELENOP	42812076	-	62925
chr5	42921001	42922000	*	0.0479577321682585	0.151523981097916	-25	FLJ32255	42993333	-	-72332
chr5	42927001	42928000	*	0.0118648627835595	0.0591370408539454	-26.4285714285714	FLJ32255	42993333	-	-66332
chr5	42994001	42995000	*	1	0.790350066518014	-4.02298850574713	FLJ32255	42993333	-	668
chr5	43005001	43006000	*	0.0120784338234491	0.0597874405187844	-7.81767515923567	FLJ32255	42993333	-	11668
chr5	43007001	43008000	*	0.0531529148645834	0.1617218593282	-26	LOC648987	43018811	-	-11810
chr5	43046001	43047000	*	0.00284495021337126	0.0225364712195676	-40	ANXA2R	43043247	-	2754
chr5	43200001	43201000	*	0.199947941837172	0.374942418100903	-11.9530813628747	NIM1K	43192852	+	-7149
chr5	43761001	43762000	*	0.490755960033408	0.652994655092615	-8.13043478260868	NNT-AS1	43603230	-	157771
chr5	44388001	44389000	*	0.477298737587382	0.643230779963502	-15.5932203389831	FGF10-AS1	44388732	+	731
chr5	45405001	45406000	*	0.66798418972332	0.7845190121782	-11.25	HCN1	45696380	-	-291379
chr5	45702001	45703000	*	0.0538021311924683	0.163209807124758	-41.9047619047619	HCN1	45696380	-	5621
chr5	49601001	49602000	*	0.164758854051186	0.332882112661455	-15.2215799614644	EMB	50441288	-	-840287
chr5	49657001	49658000	*	0.475037213025942	0.642199780155668	-15.1162790697674	EMB	50441288	-	-784287
chr5	50922001	50923000	*	0.440421827952351	0.612685621203205	-8.33333333333334	LINC02106	50970187	-	-48186
chr5	51398001	51399000	*	0.0506532704002055	0.157187973722336	33.3333333333333	ISL1	51383448	+	-14553
chr5	51399001	51400000	*	0.752434953641795	0.790350066518014	6.24999999999999	ISL1	51383448	+	-15553
chr5	53238001	53239000	*	0.694152923538231	0.790350066518014	-12.1052631578947	MOCS2-DT	53109842	+	-128159
chr5	54575001	54576000	*	0.0501479935717914	0.156022675929372	-16.1034626616604	SNX18	54517759	+	-57242
chr5	55231001	55232000	*	1	0.790350066518014	0	CCNO	55232991	-	-1990
chr5	55605001	55606000	*	0.769407723182321	0.790350066518014	-8.70827285921625	PLPP1	55535078	-	69923
chr5	55809001	55810000	*	1	0.790350066518014	-5.45454545454546	DDX4	55766885	+	-42116
chr5	56203001	56204000	*	0.743727135550368	0.790350066518014	-9.09090909090909	ANKRD55	56233330	-	-30329
chr5	57604001	57605000	*	0.561754464696737	0.708817817279391	-5.74074074074074	LINCR-0003	57570342	+	-33659
chr5	61696001	61697000	*	0.000269592763876572	0.0042603734171569	-19.1794871794872	LOC101928651	61698432	-	-2431
chr5	61697001	61698000	*	0.632801746127198	0.755902086165197	-4.78156174750603	LOC101928651	61698432	-	-1431
chr5	65389001	65390000	*	1	0.790350066518014	-1.42857142857143	ADAMTS6	65481920	-	-92919
chr5	69402001	69403000	*	0.0433253891200495	0.140933660478167	-27.536231884058	MARVELD2	69415116	+	13115
chr5	72418001	72419000	*	0.442884755490135	0.61510576160861	-13.6363636363636	ZNF366	72507410	-	-89409
chr5	74650001	74651000	*	0.53811173667927	0.688504286854245	-6.89655172413794	ENC1	74641424	-	8577
chr5	75902001	75903000	*	0.0581555312739851	0.171032661741395	-26.4957264957265	SV2C	76083383	+	181382
chr5	77950001	77951000	*	1	0.790350066518014	0	LOC101929154	77958247	+	8246
chr5	79174001	79175000	*	1	0.790350066518014	2.09302325581395	JMY	79236131	+	62130
chr5	82618001	82619000	*	0.210233290594486	0.387091321698349	-10.8984254399506	MIR3977	82840155	+	222154
chr5	82653001	82654000	*	0.473684210526316	0.641223096942049	-20	MIR3977	82840155	+	187154
chr5	92727001	92728000	*	0.0413142475432661	0.136672640185866	-17.5070028011204	NR2F1-AS1	93571343	-	-844342
chr5	94822001	94823000	*	0.748792952568749	0.790350066518014	-5.76923076923077	SLF1	94618669	+	-203332
chr5	95875001	95876000	*	1	0.790350066518014	3.84615384615384	LINC01554	95852232	+	-22769
chr5	96167001	96168000	*	0.00392665210901504	0.0279355878452338	-47.2222222222222	MIR583	96079138	+	-87863
chr5	100049001	100050000	*	0.00114032367413105	0.0119464212240439	3.85317916963487	GUSBP19	100388254	-	-339253
chr5	103833001	103834000	*	0.67163034398682	0.786796003175254	-5.26510938079348	NUDT12	103562789	-	270212
chr5	119069001	119070000	*	0.0228722539034408	0.0920818971502504	-23.600782778865	DMXL1-DT	119070890	-	-1889
chr5	119163001	119164000	*	0.428438260670861	0.602114986976777	9.13864055626508	MIR5706	119154637	+	-8364
chr5	123111001	123112000	*	0.0245753251614961	0.0962656802081573	-25.7683215130024	PRDM6-AS1	123090316	-	20685
chr5	128456001	128457000	*	0.292616796440489	0.477486489733635	-20.9090909090909	FBN2	128538245	-	-82244
chr5	133020001	133021000	*	0.000491127493268394	0.00662417538937199	-19.8891948596905	ZCCHC10	133026549	-	-6548
chr5	133083001	133084000	*	1.6213687905792e-05	0.000659500478347046	-12.4141441397243	HSPA4	133052013	+	-30988
chr5	134017001	134018000	*	0.154787487746702	0.319513373169057	-8.82329317269076	VDAC1	134004975	-	12026
chr5	134379001	134380000	*	0.0970081226921553	0.234205740218353	-17.7154582763338	UBE2B	134371569	+	-7432
chr5	138880001	138881000	*	0.327864613478587	0.507294885047043	-3.08641975308642	CTNNA1	138875400	+	-4601
chr5	139231001	139232000	*	0.658865765857302	0.777678195370888	-5.27389277389278	SIL1	139198368	-	32633
chr5	139398001	139399000	*	0.0339729328883946	0.11970978686465	-39.8550724637681	PROB1	139395104	-	2897
chr5	140479001	140480000	*	0.581550919715119	0.724825969207816	-7.72727272727273	EIF4EBP3	140547662	+	68661
chr5	140710001	140711000	*	0.0358609184375674	0.123980892294501	-16.3545883940621	VTRNA1-1	140711276	+	1275
chr5	141174001	141175000	*	3.70416323422313e-05	0.00108974312705649	-29.985549132948	PCDHB7	141172644	+	-1357
chr5	141177001	141178000	*	0.084614691491643	0.215579669664637	-13.7616718541574	PCDHB8	141177790	+	789
chr5	141403001	141404000	*	0.736681769620886	0.790350066518014	4.56310679611651	PCDHGA9	141402953	+	-48
chr5	141413001	141414000	*	0.616219408934985	0.743386573154135	-4.54545454545455	PCDHGA10	141413176	+	175
chr5	141475001	141476000	*	0.191548038459174	0.364747300721842	-5.68181818181818	PCDHGC3	141475966	+	965
chr5	141604001	141605000	*	1	0.790350066518014	-0.526870389884087	DIAPH1	141619000	-	-14999
chr5	141636001	141637000	*	1	0.790350066518014	0	HDAC3	141636849	-	-848
chr5	141668001	141669000	*	0.306190516845345	0.490669188065746	-10.9090909090909	ARAP3	141682230	-	-14229
chr5	141672001	141673000	*	0.0671500174318945	0.186280285009292	-12.2835497835498	ARAP3	141682230	-	-10229
chr5	141747001	141748000	*	1	0.790350066518014	0	ARAP3	141682230	-	64771
