chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value	ensembl
chr17	40089311	40089360	THRA	0	+	40089311	40089360	0	1	49	0	1.44036158239017	0.000644016623240762	ENSG00000126351.13
chr11	65411342	65411391	FRMD8	0	+	65411342	65411391	0	1	49	0	6.24610676548156	0.000151076891634405	ENSG00000126391.14
chr19	49651199	49651248	SCAF1	0	+	49651199	49651248	0	1	49	0	4.70048036579241	0.00253867714597744	ENSG00000126461.15
chr19	49651397	49651446	SCAF1	0	+	49651397	49651446	0	1	49	0	-1.23214368129263	0.000616776825240972	ENSG00000126461.15
chr19	49651844	49651893	SCAF1	0	+	49651844	49651893	0	1	49	0	-2.25283858932478	4.81624991227614e-05	ENSG00000126461.15
chr19	49652389	49652438	SCAF1	0	+	49652389	49652438	0	1	49	0	-1.15653493644762	0.000120704894058465	ENSG00000126461.15
chr19	49653233	49653282	SCAF1	0	+	49653233	49653282	0	1	49	0	-5.69035945431469	0.000789802038764553	ENSG00000126461.15
chr19	49653431	49653480	SCAF1	0	+	49653431	49653480	0	1	49	0	-0.780102477017916	0.0036448721082667	ENSG00000126461.15
chr19	49595851	49595900	PRR12	0	+	49595851	49595900	0	1	49	0	1.15396238375127	0.00343503536351109	ENSG00000126464.14
chr19	49597441	49597490	PRR12	0	+	49597441	49597490	0	1	49	0	1.40966771230512	0.00407244384379102	ENSG00000126464.14
chr19	49597938	49597987	PRR12	0	+	49597938	49597987	0	1	49	0	4.79579054559674	0.00214463998310832	ENSG00000126464.14
chr19	49599892	49601493	PRR12	0	+	49599892	49601493	0	2	47,3	0,1599	5.70378247464684	5.57831969505429e-09	ENSG00000126464.14
chr17	30185287	30185336	NSRP1	0	+	30185287	30185336	0	1	49	0	4.44265125649032	0.00398736352739515	ENSG00000126653.18
chr1	27549078	27549127	AHDC1	0	-	27549078	27549127	0	1	49	0	-1.51608234287312	0.00105085525352644	ENSG00000126705.15
chr1	27549928	27549977	AHDC1	0	-	27549928	27549977	0	1	49	0	1.39391828623169	0.00390338333982865	ENSG00000126705.15
chr1	27550228	27550277	AHDC1	0	-	27550228	27550277	0	1	49	0	1.43960941988761	0.00137656124795416	ENSG00000126705.15
chr1	27551127	27551176	AHDC1	0	-	27551127	27551176	0	1	49	0	-0.95651866351111	0.0013353579832972	ENSG00000126705.15
chr1	27551327	27551376	AHDC1	0	-	27551327	27551376	0	1	49	0	0.973956373723963	0.000459807045758209	ENSG00000126705.15
chr14	60115167	60115216	PCNX4	0	+	60115167	60115216	0	1	49	0	4.74493212836325	0.00234688025778584	ENSG00000126773.13
chr14	60124936	60124985	PCNX4	0	+	60124936	60124985	0	1	49	0	-2.42548322932214	0.000763310621960445	ENSG00000126773.13
chr14	55684318	55684367	KTN1	0	+	55684318	55684367	0	1	49	0	4.74493212836325	0.00234688025778584	ENSG00000126777.18
chr14	60975894	60975943	TRMT5	0	-	60975894	60975943	0	1	49	0	-0.906005461213982	0.000429171645588866	ENSG00000126814.7
chr14	60979667	60979716	TRMT5	0	-	60979667	60979716	0	1	49	0	0.905927944838608	0.00133772572315716	ENSG00000126814.7
chr14	60979767	60979816	TRMT5	0	-	60979767	60979816	0	1	49	0	1.45070686625323	0.00167132790922697	ENSG00000126814.7
chr14	64742290	64742339	PLEKHG3	0	+	64742290	64742339	0	1	49	0	-2.28238238578173	0.00249365414374503	ENSG00000126822.17
chr14	64743215	64743264	PLEKHG3	0	+	64743215	64743264	0	1	49	0	-2.65675690671466	0.000593199973711655	ENSG00000126822.17
chr17	31318349	31318398	EVI2A	0	-	31318349	31318398	0	1	49	0	1.26781275749926	0.00318649771035406	ENSG00000126860.11
chr7	158879686	158879735	WDR60	0	+	158879686	158879735	0	1	49	0	3.97029191303237	0.000337866696085154	ENSG00000126870.16
chr9	131260261	131260310	FAM78A	0	-	131260261	131260310	0	1	49	0	1.01136352295333	0.00343044953742533	ENSG00000126882.13
chr9	131261055	131261104	FAM78A	0	-	131261055	131261104	0	1	49	0	-1.02660736671117	0.00287782591561736	ENSG00000126882.13
chr9	131197776	131197825	NUP214	0	+	131197776	131197825	0	1	49	0	1.33673944178985	9.01467759923946e-05	ENSG00000126883.17
chrX	154488604	154488653	SLC10A3	0	-	154488604	154488653	0	1	49	0	-1.24653241874473	0.000855446902866985	ENSG00000126903.16
chr9	92846323	92846372	ZNF484	0	-	92846323	92846372	0	1	49	0	4.17438726989563	0.00203627251433036	ENSG00000127081.14
chr9	93035938	93035987	FGD3	0	+	93035938	93035987	0	1	49	0	1.61083553670073	0.000321140984209323	ENSG00000127084.19
chr1	42459721	42459770	PPCS	0	+	42459721	42459770	0	1	49	0	4.11087386318316	0.0005618976450249	ENSG00000127125.9
chr1	42460067	42460116	PPCS	0	+	42460067	42460116	0	1	49	0	-0.779286489821855	0.000981714384389876	ENSG00000127125.9
chr12	67657632	67657681	DYRK2	0	+	67657632	67657681	0	1	49	0	4.77912349311153	0.00220901947627705	ENSG00000127334.11
chr12	67657781	67657830	DYRK2	0	+	67657781	67657830	0	1	49	0	-1.40876721697212	0.00375992158294425	ENSG00000127334.11
chr19	9810514	9810662	FBXL12	0	-	9810514	9810662	0	1	148	0	5.38907172980713	5.09280256538836e-12	ENSG00000127452.9
chr1	19219143	19219192	EMC1	0	-	19219143	19219192	0	1	49	0	0.880114091428434	0.00100315730971712	ENSG00000127463.15
chr19	16891711	16891760	F2RL3	0	+	16891711	16891760	0	1	49	0	5.08140436498446	0.00128713346431564	ENSG00000127533.4
chr1	39332903	39332952	MACF1	0	+	39332903	39332952	0	1	49	0	3.88156379794344	0.00342933661228217	ENSG00000127603.29
chr1	39411033	39411082	MACF1	0	+	39411033	39411082	0	1	49	0	4.65396035015752	0.00275563224310715	ENSG00000127603.29
chr19	4816427	4816476	TICAM1	0	-	4816427	4816476	0	1	49	0	5.15329159449778	0.00113066787490534	ENSG00000127666.9
chr17	2420130	2420179	METTL16	0	-	2420130	2420179	0	1	49	0	1.21663527633528	0.00398339505256296	ENSG00000127804.13
chr2	219250206	219250255	TUBA4A	0	-	219250206	219250255	0	1	49	0	3.80666248976095	5.4836763308308e-05	ENSG00000127824.14
chr2	219250900	219250998	TUBA4A	0	-	219250900	219250998	0	1	98	0	-1.37582306125259	5.41256464939656e-06	ENSG00000127824.14
chr10	133362681	133362730	ECHS1	0	-	133362681	133362730	0	1	49	0	5.32787616878021	2.05031430056124e-07	ENSG00000127884.5
chr7	92097112	92097161	AKAP9	0	+	92097112	92097161	0	1	49	0	-0.551795544754329	0.000768392312055277	ENSG00000127914.17
chr7	92097212	92097261	AKAP9	0	+	92097212	92097261	0	1	49	0	2.22805745237225	8.64296044841285e-05	ENSG00000127914.17
chr7	75536780	75536829	HIP1	0	-	75536780	75536829	0	1	49	0	-1.29134643453452	0.000116253909196229	ENSG00000127946.17
chr7	91873973	91874022	MTERF1	0	-	91873973	91874022	0	1	49	0	-1.57041934491318	0.00143045991025248	ENSG00000127989.14
chr7	91874221	91874270	MTERF1	0	-	91874221	91874270	0	1	49	0	-0.680159985037774	0.00048869185376843	ENSG00000127989.14
chr19	40035352	40035401	ZNF780B	0	-	40035352	40035401	0	1	49	0	-3.93573953055207	0.0044551591269919	ENSG00000128000.16
chr19	39408622	39408671	ZFP36	0	+	39408622	39408671	0	1	49	0	1.11254979651183	0.00230923442007414	ENSG00000128016.7
chr22	50221248	50221297	TUBGCP6	0	-	50221248	50221297	0	1	49	0	-1.55408781735436	0.00368030142747866	ENSG00000128159.12
chr22	20086065	20086114	DGCR8	0	+	20086065	20086114	0	1	49	0	-1.13796723901872	0.000154069894374942	ENSG00000128191.16
chr22	20086264	20086313	DGCR8	0	+	20086264	20086313	0	1	49	0	1.34757984893888	0.00200561976682956	ENSG00000128191.16
chr22	39487504	39487553	MGAT3	0	+	39487504	39487553	0	1	49	0	4.49423862511978	2.41073987217178e-07	ENSG00000128268.12
chr22	39488851	39488900	MGAT3	0	+	39488851	39488900	0	1	49	0	-1.36013353508238	0.0037637118292374	ENSG00000128268.12
chr22	26526223	26528218	TPST2	0	-	26526223	26528218	0	2	45,5	0,1991	-3.21887582387806	0.00425825364330734	ENSG00000128294.16
chr22	37029524	37029573	MPST	0	+	37029524	37029573	0	1	49	0	1.31960298662122	0.000421805104624418	ENSG00000128309.16
chr22	36226803	36226852	APOL2	0	-	36226803	36226852	0	1	49	0	1.83756900527942	0.00308963758474568	ENSG00000128335.14
chr22	36227397	36227446	APOL2	0	-	36227397	36227446	0	1	49	0	4.44265125648162	4.23232083223147e-05	ENSG00000128335.14
chr7	102376272	102376321	PRKRIP1	0	+	102376272	102376321	0	1	49	0	-5.28320372872862	0.00126097148169124	ENSG00000128563.13
chr7	108571826	108571875	DNAJB9	0	+	108571826	108571875	0	1	49	0	1.896055588841	0.00311947347107477	ENSG00000128590.5
chr7	108573010	108573059	DNAJB9	0	+	108573010	108573059	0	1	49	0	-3.37587957268772	0.00112738364433362	ENSG00000128590.5
chr15	39976674	39976723	EIF2AK4	0	+	39976674	39976723	0	1	49	0	2.18406649352899	0.00374090345691092	ENSG00000128829.12
chr15	60448064	60448113	ICE2	0	-	60448064	60448113	0	1	49	0	-4.02087740935009	0.00385022049227768	ENSG00000128915.12
chr15	60449165	60449214	ICE2	0	-	60449165	60449214	0	1	49	0	-1.01133583546752	0.000156092276278552	ENSG00000128915.12
chr15	58771889	58771938	MINDY2	0	+	58771889	58771938	0	1	49	0	-1.44128683524845	0.000101291296031869	ENSG00000128923.11
chr15	40955780	40955829	CHAC1	0	+	40955780	40955829	0	1	49	0	-3.64050586982973	0.00406070023466076	ENSG00000128965.13
chr15	68193498	68193547	CALML4	0	-	68193498	68193547	0	1	49	0	-1.56910029670751	0.000920844270082654	ENSG00000129007.14
chr3	129436657	129436706	MBD4	0	-	129436657	129436706	0	1	49	0	-0.775546712327011	0.00449199473670603	ENSG00000129071.9
chr7	56079880	56079929	SUMF2	0	+	56079880	56079929	0	1	49	0	-0.556317269276758	0.00211142190127445	ENSG00000129103.18
chr4	176331997	176332046	SPCS3	0	+	176331997	176332046	0	1	49	0	4.57471097849402	4.53322136162448e-07	ENSG00000129128.13
chr17	5170495	5170544	USP6	0	+	5170495	5170544	0	1	49	0	3.95124371879599	0.000487619004429063	ENSG00000129204.17
chr12	48694193	48694242	CCNT1	0	-	48694193	48694242	0	1	49	0	1.24899648569989	0.000217091708568873	ENSG00000129315.11
chr12	43754645	43754694	PUS7L	0	-	43754645	43754694	0	1	49	0	5.30826769739183	2.91255524142997e-08	ENSG00000129317.14
chr12	43754795	43754844	PUS7L	0	-	43754795	43754844	0	1	49	0	1.36929678475144	0.00278919527971844	ENSG00000129317.14
chr19	10553728	10553777	KRI1	0	-	10553728	10553777	0	1	49	0	-1.40433453767762	0.000114313014733747	ENSG00000129347.21
chr19	10553975	10554024	KRI1	0	-	10553975	10554024	0	1	49	0	2.24959256316786	0.00318902269712962	ENSG00000129347.21
chr19	10691620	10691669	ILF3	0	+	10691620	10691669	0	1	49	0	0.856095571090733	0.00394210162985275	ENSG00000129351.17
chr19	10643716	10643765	SLC44A2	0	+	10643716	10643765	0	1	49	0	-1.38629436110229	0.00295183283789968	ENSG00000129353.15
chr8	33512148	33512197	TTI2	0	-	33512148	33512197	0	1	49	0	-2.46041562977969	3.56894491370108e-05	ENSG00000129696.13
chr8	33512296	33512345	TTI2	0	-	33512296	33512345	0	1	49	0	-1.30043307051346	0.00150505696394831	ENSG00000129696.13
chr19	1854475	1854524	KLF16	0	-	1854475	1854524	0	1	49	0	-1.84054963339749	0.000273844330500483	ENSG00000129911.9
chr19	1854574	1854623	KLF16	0	-	1854574	1854623	0	1	49	0	2.96398357523936	0.00435014396607925	ENSG00000129911.9
chr19	813734	813783	PLPPR3	0	-	813734	813783	0	1	49	0	-5.7104270173655	0.000284765458247294	ENSG00000129951.18
chr16	88876551	88876600	CBFA2T3	0	-	88876551	88876600	0	1	49	0	-5.45532111534833	0.00189829481943149	ENSG00000129993.15
chr6	169710332	169710381	PHF10	0	-	169710332	169710381	0	1	49	0	1.41939430954623	0.00123754539859844	ENSG00000130024.15
chr19	5587397	5587747	SAFB2	0	-	5587397	5587747	0	2	3,47	0,304	-0.97885880902443	0.00399059391556456	ENSG00000130254.12
chr19	17341737	17341786	GTPBP3	0	+	17341737	17341786	0	1	49	0	-0.695025115384239	0.000554647102329886	ENSG00000130299.17
chr19	17581465	17581514	COLGALT1	0	+	17581465	17581514	0	1	49	0	0.660551702311623	0.000519668317366162	ENSG00000130309.11
chr19	17319854	17319903	DDA1	0	+	17319854	17319903	0	1	49	0	-1.04606977488013	0.00365220641293207	ENSG00000130311.11
chr6	107044314	107051087	MTRES1	0	+	107044314	107051087	0	2	19,31	0,6743	-1.47704872438835	0.000263910982918558	ENSG00000130349.10
chr5	61544135	61544184	ZSWIM6	0	+	61544135	61544184	0	1	49	0	-3.83586164394283	0.000307646552482388	ENSG00000130449.6
chr19	17726426	17726475	MAP1S	0	+	17726426	17726475	0	1	49	0	3.90197266957464	0.00330789341084215	ENSG00000130479.11
chr9	135811474	135811523	CAMSAP1	0	-	135811474	135811523	0	1	49	0	1.18856052533103	0.000131263269571247	ENSG00000130559.19
chr9	135823169	135823218	CAMSAP1	0	-	135823169	135823218	0	1	49	0	-4.729597763373	0.000346269827856349	ENSG00000130559.19
chr9	135933365	135933414	UBAC1	0	-	135933365	135933414	0	1	49	0	4.46590811865458	0.00382943875904029	ENSG00000130560.9
chr20	25675573	25675622	ZNF337	0	-	25675573	25675622	0	1	49	0	1.55131017077427	4.21851443306309e-05	ENSG00000130684.14
chr1	26276739	26277160	CEP85	0	+	26276739	26277160	0	2	22,28	0,394	3.1720836634225	0.00124416562251917	ENSG00000130695.15
chr20	61976181	61976230	TAF4	0	-	61976181	61976230	0	1	49	0	-1.89793932126924	0.000497653886694982	ENSG00000130699.18
chr20	62293865	62293914	OSBPL2	0	+	62293865	62293914	0	1	49	0	5.30330490804971	1.94417942855907e-07	ENSG00000130703.17
chr9	131475410	131475459	PRRC2B	0	+	131475410	131475459	0	1	49	0	-0.976509591821058	0.000211588463736257	ENSG00000130723.20
chr9	131475610	131475659	PRRC2B	0	+	131475610	131475659	0	1	49	0	-5.76832099578441	0.00206115655413419	ENSG00000130723.20
chr9	131476509	131477766	PRRC2B	0	+	131476509	131477766	0	2	27,23	0,1235	5.46806014113514	0.000637997414977609	ENSG00000130723.20
chr9	131498150	131498199	PRRC2B	0	+	131498150	131498199	0	1	49	0	4.98360662170834	0.00153428950509271	ENSG00000130723.20
chr19	47065383	47065432	ZC3H4	0	-	47065383	47065432	0	1	49	0	-4.35156742569578	0.00147837135900719	ENSG00000130749.10
chr19	47066578	47066627	ZC3H4	0	-	47066578	47066627	0	1	49	0	-0.535020352354847	0.00143812137736055	ENSG00000130749.10
chr19	47067226	47067275	ZC3H4	0	-	47067226	47067275	0	1	49	0	-0.740071514317841	0.000801841190700259	ENSG00000130749.10
chr1	27886189	27886238	THEMIS2	0	+	27886189	27886238	0	1	49	0	1.27719444803738	3.36427413364371e-05	ENSG00000130775.16
chr1	27886487	27886536	THEMIS2	0	+	27886487	27886536	0	1	49	0	1.49222289724149	0.00152565885501954	ENSG00000130775.16
chr12	122377574	122377623	CLIP1	0	-	122377574	122377623	0	1	49	0	1.45031621988482	8.98244291248629e-05	ENSG00000130779.20
chr19	9161626	9161675	ZNF317	0	+	9161626	9161675	0	1	49	0	-1.57106389955249	0.000653703405609995	ENSG00000130803.15
chr19	9528570	9528619	ZNF426	0	-	9528570	9528619	0	1	49	0	5.88053298639133	6.06092093180522e-08	ENSG00000130818.12
chr19	9529070	9529119	ZNF426	0	-	9529070	9529119	0	1	49	0	3.80666248976096	0.000171791309808378	ENSG00000130818.12
chr19	53578174	53578223	ZNF331	0	+	53578174	53578223	0	1	49	0	-2.06713790048448	8.48791191199182e-06	ENSG00000130844.18
chr19	33205225	33205274	LRP3	0	+	33205225	33205274	0	1	49	0	-1.22552114053214	0.00196684067878561	ENSG00000130881.14
chrX	37453458	37453507	PRRG1	0	+	37453458	37453507	0	1	49	0	-1.08468448692364	0.00164833771240436	ENSG00000130962.17
chr6	149662049	149662098	LATS1	0	-	149662049	149662098	0	1	49	0	-0.705032787793928	0.00374857638471005	ENSG00000131023.13
chr6	149680030	149680079	LATS1	0	-	149680030	149680079	0	1	49	0	4.29045944113902	1.8139399580952e-05	ENSG00000131023.13
chr6	149702132	149702181	LATS1	0	-	149702132	149702181	0	1	49	0	-1.43999854009175	8.6398571798707e-05	ENSG00000131023.13
chrX	63637916	63637965	ARHGEF9	0	-	63637916	63637965	0	1	49	0	3.78418963390889	2.32312230047382e-05	ENSG00000131089.17
chrX	63754426	63754475	ARHGEF9	0	-	63754426	63754475	0	1	49	0	4.38202663466451	4.75149783252249e-06	ENSG00000131089.17
chr19	44235927	44235976	ZNF227	0	+	44235927	44235976	0	1	49	0	3.93182563386124	0.000115723827455616	ENSG00000131115.16
chr19	44236076	44236125	ZNF227	0	+	44236076	44236125	0	1	49	0	-0.508900695356406	0.00234593882744494	ENSG00000131115.16
chr19	44236921	44236970	ZNF227	0	+	44236921	44236970	0	1	49	0	-0.661441320722626	0.000418770052834638	ENSG00000131115.16
chr4	373074	373123	ZNF141	0	+	373074	373123	0	1	49	0	6.24610676547219	1.00855201967676e-09	ENSG00000131127.14
chr16	85672611	85672660	GSE1	0	+	85672611	85672660	0	1	49	0	-4.31748811352694	0.000372783278269395	ENSG00000131149.19
chr18	79410797	79410846	NFATC1	0	+	79410797	79410846	0	1	49	0	0.708139965146087	0.0045395257681583	ENSG00000131196.17
chrX	74590510	74590559	RLIM	0	-	74590510	74590559	0	1	49	0	-0.879883755563016	0.00065617782468963	ENSG00000131263.13
chrX	74595867	74595916	RLIM	0	-	74595867	74595916	0	1	49	0	1.6051275609329	0.0022615505009943	ENSG00000131263.13
chr14	102906107	102906156	TRAF3	0	+	102906107	102906156	0	1	49	0	4.59005654817804	0.000959269185044742	ENSG00000131323.16
chr3	15049395	15049444	MRPS25	0	-	15049395	15049444	0	1	49	0	5.76205138277079	5.37017930124507e-08	ENSG00000131368.8
chr3	15049694	15049743	MRPS25	0	-	15049694	15049743	0	1	49	0	4.94875989486506	6.79163738493971e-05	ENSG00000131368.8
chr3	15073959	15074008	RBSN	0	-	15073959	15074008	0	1	49	0	-0.620928972748139	0.000430376545083821	ENSG00000131381.12
chr3	15074158	15074207	RBSN	0	-	15074158	15074207	0	1	49	0	-1.50236653234618	0.00441785979494735	ENSG00000131381.12
chr5	140528338	140528387	ANKHD1	0	+	140528338	140528387	0	1	49	0	2.29566465014947	0.000141944267394556	ENSG00000131503.21
chr1	1082366	1082415	C1orf159	0	-	1082366	1082415	0	1	49	0	1.51412773262978	0.000359731586603074	ENSG00000131591.17
chr11	70272289	70272338	PPFIA1	0	+	70272289	70272338	0	1	49	0	4.51085950650749	4.94446650067814e-07	ENSG00000131626.18
chr16	2176933	2176982	TRAF7	0	+	2176933	2176982	0	1	49	0	0.855313935375441	0.0018474506818873	ENSG00000131653.13
chr17	39663061	39663110	STARD3	0	+	39663061	39663110	0	1	49	0	1.17865499634165	0.0023402322207261	ENSG00000131748.16
chr17	40356446	40356495	RARA	0	+	40356446	40356495	0	1	49	0	0.964854472403992	0.00107806078083716	ENSG00000131759.18
chr19	57356430	57356479	ZNF304	0	+	57356430	57356479	0	1	49	0	-1.12041151701069	0.000944263434008996	ENSG00000131845.14
chr15	101178809	101178858	CHSY1	0	-	101178809	101178858	0	1	49	0	-0.939009420392822	0.000217921933475362	ENSG00000131873.7
chr19	29702770	29702819	C19orf12	0	-	29702770	29702819	0	1	49	0	-1.18863844032578	0.00224207081869687	ENSG00000131943.18
chr19	14515869	14515918	DNAJB1	0	-	14515869	14515918	0	1	49	0	-1.56626574056887	0.00228481040734751	ENSG00000132002.8
chr11	4385095	4385144	TRIM21	0	-	4385095	4385144	0	1	49	0	-0.760029790118962	0.00201670588794545	ENSG00000132109.10
chr18	670668	670717	ENOSF1	0	-	670668	670717	0	1	49	0	0.779169367862544	0.000591924289311207	ENSG00000132199.20
chr18	2885022	2885071	EMILIN2	0	+	2885022	2885071	0	1	49	0	-1.25834957520401	0.00448119501723099	ENSG00000132205.11
chr18	2891239	2891288	EMILIN2	0	+	2891239	2891288	0	1	49	0	-0.887960225247929	0.00112380537469248	ENSG00000132205.11
chr18	2892284	2892333	EMILIN2	0	+	2892284	2892333	0	1	49	0	-1.0544224776377	0.00371836284326954	ENSG00000132205.11
chr18	2913914	2913963	EMILIN2	0	+	2913914	2913963	0	1	49	0	-0.641699189184812	0.00131817558820446	ENSG00000132205.11
chr5	40853047	40853096	CARD6	0	+	40853047	40853096	0	1	49	0	-1.05630990897742	0.000765283421362728	ENSG00000132357.14
chr17	4539741	4539790	MYBBP1A	0	-	4539741	4539790	0	1	49	0	1.16064767958756	0.00295728986778854	ENSG00000132382.14
chr17	4272302	4272351	UBE2G1	0	-	4272302	4272351	0	1	49	0	-2.02971810632747	0.000665682409244805	ENSG00000132388.12
chr3	128341478	128341527	EEFSEC	0	+	128341478	128341527	0	1	49	0	-1.38025204666393	0.00134340546058731	ENSG00000132394.11
chr7	50445374	50445423	FIGNL1	0	-	50445374	50445423	0	1	49	0	1.15593456977602	0.00401760504201887	ENSG00000132436.11
chr7	50445723	50445772	FIGNL1	0	-	50445723	50445772	0	1	49	0	-2.06383364401364	0.00131417787695454	ENSG00000132436.11
chr4	73139552	73139601	ANKRD17	0	-	73139552	73139601	0	1	49	0	-0.823159993542763	0.000151289913829511	ENSG00000132466.19
chr4	73140002	73140051	ANKRD17	0	-	73140002	73140051	0	1	49	0	0.88940934573733	0.0021372364717005	ENSG00000132466.19
chr4	73223038	73223087	ANKRD17	0	-	73223038	73223087	0	1	49	0	3.98898404640325	3.40266549603285e-07	ENSG00000132466.19
chr17	75791880	75791929	UNK	0	+	75791880	75791929	0	1	49	0	-5.7104270173655	0.000851047416766227	ENSG00000132478.10
chr17	7849183	7849232	KDM6B	0	+	7849183	7849232	0	1	49	0	1.20047017377473	0.00169477836361565	ENSG00000132510.10
chr17	6774355	6774404	XAF1	0	+	6774355	6774404	0	1	49	0	-3.11351530904935	0.000702002851188377	ENSG00000132530.17
chr8	99853649	99853698	VPS13B	0	+	99853649	99853698	0	1	49	0	-1.0088422892394	0.00196428765307033	ENSG00000132549.18
chr16	69341759	69341808	NIP7	0	+	69341759	69341808	0	1	49	0	-0.88296988497921	0.00221645587707941	ENSG00000132603.15
chr16	69357524	69361363	TERF2	0	-	69357524	69361363	0	2	38,12	0,3828	-0.882389180198475	0.00399383977337542	ENSG00000132604.11
chr16	69364990	69365039	TERF2	0	-	69364990	69365039	0	1	49	0	1.16376137255997	0.000770931133827535	ENSG00000132604.11
chr20	11923670	11923719	BTBD3	0	+	11923670	11923719	0	1	49	0	0.589452984804447	0.00389042487250435	ENSG00000132640.15
chr20	23354433	23354482	NXT1	0	+	23354433	23354482	0	1	49	0	1.9787598180736	0.000327603858188419	ENSG00000132661.4
chr20	45876892	45876941	ZSWIM3	0	+	45876892	45876941	0	1	49	0	-3.76584049375667	0.000838807848701384	ENSG00000132801.7
chr20	45878280	45878329	ZSWIM3	0	+	45878280	45878329	0	1	49	0	1.56346316451322	0.0025985120620462	ENSG00000132801.7
chr20	59939158	59939207	PPP1R3D	0	-	59939158	59939207	0	1	49	0	-2.30909977408504	0.00145244870506156	ENSG00000132825.7
chr20	59939308	59939357	PPP1R3D	0	-	59939308	59939357	0	1	49	0	0.759838555058617	0.00299377682127289	ENSG00000132825.7
chr13	30658233	30658282	USPL1	0	+	30658233	30658282	0	1	49	0	-3.50855589848926	0.00329625542326351	ENSG00000132952.12
chr1	203179030	203179079	CHI3L1	0	-	203179030	203179079	0	1	49	0	-0.733685446889903	0.00243908554062355	ENSG00000133048.13
chr13	36304431	36304480	SPART	0	-	36304431	36304480	0	1	49	0	0.921453850595723	0.00399603865161013	ENSG00000133104.14
chr13	36819566	36819615	RFXAP	0	+	36819566	36819615	0	1	49	0	-1.06481985369285	0.00430462532427223	ENSG00000133111.4
chr17	73207501	73207550	FAM104A	0	-	73207501	73207550	0	1	49	0	-0.639251412354979	0.000595110497910611	ENSG00000133193.12
chr17	73208045	73208094	FAM104A	0	-	73208045	73208094	0	1	49	0	0.525877648303573	0.0042476789705318	ENSG00000133193.12
chr19	8498511	8498560	PRAM1	0	-	8498511	8498560	0	1	49	0	-0.8942612366858	0.000167066400239224	ENSG00000133246.12
chr22	30968176	30968225	MORC2	0	-	30968176	30968225	0	1	49	0	-1.27919622552828	0.000121357931598509	ENSG00000133422.13
chr22	30968675	30968724	MORC2	0	-	30968675	30968724	0	1	49	0	3.91866754762707	0.00150545784251044	ENSG00000133422.13
chr7	150627604	150627653	GIMAP6	0	-	150627604	150627653	0	1	49	0	2.00179060743463	0.00369127566787675	ENSG00000133561.15
chr7	140456263	140456312	MKRN1	0	-	140456263	140456312	0	1	49	0	3.63758616033087	0.0016444621136168	ENSG00000133606.11
chr7	151143937	151143986	AGAP3	0	+	151143937	151143986	0	1	49	0	-0.839779717338102	0.00152356712998181	ENSG00000133612.19
chr7	149733528	149733577	KRBA1	0	+	149733528	149733577	0	1	49	0	4.36944785194728	0.00270231129413201	ENSG00000133619.17
chr7	149733728	149733777	KRBA1	0	+	149733728	149733777	0	1	49	0	-1.29668220242932	5.56467084318335e-05	ENSG00000133619.17
chr7	149621374	149621423	ZNF767P	0	-	149621374	149621423	0	1	49	0	5.1209833511041	4.66702694268407e-08	ENSG00000133624.13
chr12	92144142	92144191	BTG1	0	-	92144142	92144191	0	1	49	0	1.55073900532856	0.00446177556574667	ENSG00000133639.6
chr12	92144685	92145098	BTG1	0	-	92144685	92145098	0	2	11,39	0,375	-5.38907172980713	0.00123795901881374	ENSG00000133639.6
chr12	30630727	30630776	IPO8	0	-	30630727	30630776	0	1	49	0	4.96284463025054	5.77096833875857e-07	ENSG00000133704.10
chr11	9752045	9752094	SWAP70	0	+	9752045	9752094	0	1	49	0	-3.29583686600433	9.50535213354308e-05	ENSG00000133789.15
chr12	71644972	71645021	ZFC3H1	0	-	71644972	71645021	0	1	49	0	4.31079912538551	0.0015930113181134	ENSG00000133858.17
chr12	71663365	71663414	ZFC3H1	0	-	71663365	71663414	0	1	49	0	1.22923247108517	0.000292942900545712	ENSG00000133858.17
chr8	30837366	30837415	TEX15	0	-	30837366	30837415	0	1	49	0	-2.21461632004801	0.000410706343559664	ENSG00000133863.8
chr8	30847829	30847878	TEX15	0	-	30847829	30847878	0	1	49	0	3.23867845200336	3.34405676771788e-06	ENSG00000133863.8
chr8	30848876	30848925	TEX15	0	-	30848876	30848925	0	1	49	0	-0.76460614454209	0.00115314950409229	ENSG00000133863.8
chr8	30069875	30069924	SARAF	0	-	30069875	30069924	0	1	49	0	0.73922579252402	0.000605182131518722	ENSG00000133872.14
chr11	64804256	64804305	MEN1	0	-	64804256	64804305	0	1	49	0	-1.14788333767492	0.00433443294908997	ENSG00000133895.16
chr11	64804504	64804553	MEN1	0	-	64804504	64804553	0	1	49	0	-1.6264054456908	0.00155998659738121	ENSG00000133895.16
chr14	70584825	70584874	MED6	0	-	70584825	70584874	0	1	49	0	1.49984906064097	7.40341510960807e-05	ENSG00000133997.11
chr3	9757495	9757544	CAMK1	0	-	9757495	9757544	0	1	49	0	4.67282883446191	0.0026655479097426	ENSG00000134072.11
chr3	9384598	9384647	THUMPD3	0	+	9384598	9384647	0	1	49	0	-3.89944422322129	0.00222635475332578	ENSG00000134077.16
chr3	10142835	10142884	VHL	0	+	10142835	10142884	0	1	49	0	-1.34316993448613	0.000424557098783529	ENSG00000134086.8
