chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
chr11	13180796	13180845	618704:LINE:L1PA6_3end	0	+	13180796	13180845	0	1	50	0	3.67630067434338	3.17584388279668e-05
chr11	14850204	14850253	619895:LINE:L1PA3_3end	0	+	14850204	14850253	0	1	50	0	-6.00388706709717	0.000151595201703381
chr1	74121819	74121868	63630:LINE:L1PA4_3end	0	-	74121819	74121868	0	1	50	0	2.80336038074565	0.000780166137918315
chr1	9880222	9880271	6388:LINE:L1PA8_3end	0	-	9880222	9880271	0	1	50	0	-3.8572147684134	0.000665912328155827
chr1	80514768	80514817	67757:LINE:L1PA5_3end	0	-	80514768	80514817	0	1	50	0	2.63905732970351	0.00384101960818328
chr12	17656224	17656273	715307:LINE:L1PA2_3end	0	-	17656224	17656273	0	1	50	0	3.3843902647435	0.000673557278065617
chr12	39664381	39664430	727354:LINE:L1PA4_3end	0	-	39664381	39664430	0	1	50	0	4.43081679884331	0.00407009883874876
chr12	43752010	43752059	729985:LINE:L1PA5_3end	0	-	43752010	43752059	0	1	50	0	4.44265125649031	0.00398736352739537
chr12	45161770	45161819	730821:LINE:L1PREC2_orf2	0	-	45161770	45161819	0	1	50	0	3.74950407593037	0.00432598385172167
chr12	45317933	45317982	730951:LINE:L1PA5_3end	0	-	45317933	45317982	0	1	50	0	2.35137525716482	0.000896744281610573
chr12	46190100	46190149	731582:LINE:L1PA6_3end	0	-	46190100	46190149	0	1	50	0	3.6109179126349	0.000383183988841407
chr12	98515096	98515145	767396:LINE:L2	0	-	98515096	98515145	0	1	50	0	1.12805948998906	0.000153253203882486
chr12	98515446	98515495	767396:LINE:L2	0	-	98515446	98515495	0	1	50	0	1.24365128814411	0.00022444118337861
chr12	117020656	117020705	784475:LINE:L1ME4b_3end	0	-	117020656	117020705	0	1	50	0	3.50405476420714	0.0034023536056581
chr12	27322620	27322707	817283:LINE:L1MA1_3end	0	+	27322620	27322707	0	1	88	0	1.59968173748834	0.00171539351092331
chr1	105218599	105218648	83387:LINE:L1PA5_3end	0	-	105218599	105218648	0	1	50	0	4.63472898822963	0.00285038785667158
chr12	62896714	62896763	839663:LINE:L1PA5_3end	0	+	62896714	62896763	0	1	50	0	4.51085950651684	0.00354098007678472
chr12	66309648	66309697	842183:LINE:HAL1	0	+	66309648	66309697	0	1	50	0	4.69134788222915	0.00257994260966676
chr12	67408936	67408985	842958:LINE:L1PA6_3end	0	+	67408936	67408985	0	1	50	0	-1.84891788306791	0.00106182032755253
chr12	75619453	75619502	848287:LINE:L1PA7_3end	0	+	75619453	75619502	0	1	50	0	4.27666611901605	0.00169418746199068
chr12	83571435	83571484	853279:LINE:L1PA3_3end	0	+	83571435	83571484	0	1	50	0	4.71849887129509	0.00245918205619644
chr12	133011025	133011074	894027:LINE:L2	0	+	133011025	133011074	0	1	50	0	0.84386089402934	0.000522723866086539
chr13	22493133	22493182	897302:LINE:L1P3_orf2	0	-	22493133	22493182	0	1	50	0	3.52636052641971	0.000476736633314157
chr13	96698259	96698308	942514:LINE:L1PA4_3end	0	-	96698259	96698308	0	1	50	0	3.93182563275357	0.000364281951335976
chr13	98376787	98376836	943809:LINE:L1MA3_3end	0	-	98376787	98376836	0	1	50	0	2.60268968528336	3.81372321006657e-05
chr13	110696018	110696067	950916:LINE:L1PA7_3end	0	-	110696018	110696067	0	1	50	0	-2.5471639251299	0.00282244396637199
chr13	113187695	113187744	952118:LINE:L1M4_orf2	0	-	113187695	113187744	0	1	50	0	5.62401750617854	1.12341295788188e-06
chr1	145164417	145164466	95915:LINE:L1M5_orf2	0	-	145164417	145164466	0	1	50	0	-1.76417151271691	0.00371543567117782
chr13	27651169	27651218	959286:LINE:L1MC5a_3end	0	+	27651169	27651218	0	1	50	0	0.949080554681722	0.00287782800794867
chr13	48421782	48421831	973655:LINE:L1PA7_3end	0	+	48421782	48421831	0	1	50	0	4.48300255201388	0.00116595233678551
chr13	50473118	50473167	975240:LINE:L1PA4_3end	0	+	50473118	50473167	0	1	50	0	4.51085950651684	0.00354098007678472
