chr	start	end	strand	pvalue	qvalue	meth.diff	dist.to.feature	feature.name	feature.strand
chr19	44257380	44260379	+	7.63944005420786e-06	0.000105947357939431	-40	0	ZNF233	+
chr4	141212378	141215377	-	7.66885500361519e-06	0.00010627543460186	-27.051282051282	0	RNF150	-
chr1	2579060	2582059	+	7.67425201600679e-06	0.000106312406573096	-38.0750476998092	0	AL139246.3	+
chr11	74730886	74733885	-	7.70124578165242e-06	0.000106610529290785	-15.9652301748748	0	CHRDL2	-
chr12	57721011	57724010	-	7.70079728995981e-06	0.000106610529290785	-31.030303030303	0	AC025165.2	-
chr5	149944294	149947293	-	7.71880885815771e-06	0.00010681570126804	-25.406351587897	0	PDE6A	-
chr7	73431278	73434277	+	7.76343680041625e-06	0.000107357004103733	-16.2346477052359	0	FZD9	+
chr6	167794147	167797146	+	7.81498557018231e-06	0.00010803149854026	-16.0916387959866	0	AL009178.3	+
chr14	45083478	45086477	-	7.83589432736638e-06	0.000108272714821149	-15.1351351351351	0	AL121809.2	-
chr22	44100279	44103278	+	7.88158040005551e-06	0.000108836215698037	-14.1186299081036	0	AL033543.1	+
chr19	44611063	44614062	+	7.897371031729e-06	0.000109015623154147	-24.0947473880063	0	IGSF23	+
chr3	50276587	50279586	+	7.94994044458132e-06	0.000109702419418585	-27.9360800924143	0	LSMEM2	+
chr3	48916321	48919320	+	7.95503837691614e-06	0.00010973288230218	-12.85140562249	0	ARIH2	+
chr3	49719185	49722184	-	7.95778186378279e-06	0.00010973288230218	-18.8486334691294	0	AMIGO3	-
chr7	16524325	16527324	+	7.97060857313856e-06	0.000109870862337796	-18.4922244759973	0	LRRC72	+
chr2	240255536	240258535	-	7.98991189986349e-06	0.000110059058719654	-28.3749398253215	0	AC124861.1	-
chr17	61399744	61402743	-	8.00175958942609e-06	0.000110183296149202	-11.7708411178514	0	TBX2	+
chr2	230922067	230925066	+	8.01366205890271e-06	0.000110308199824931	-23.2751502035935	0	AC012507.3	+
chr12	24899809	24902808	+	8.01785463978879e-06	0.000110326925995398	-19.695550351288	0	BCAT1	-
chr16	3494990	3497989	-	8.02599621443311e-06	0.000110399958521625	-14.4642767861607	0	C16orf90	-
chr15	75333520	75336519	+	8.05143574426049e-06	0.000110671728799459	-20.82520024231	0	COMMD4	+
chr19	33521292	33524291	-	8.103787127754e-06	0.000111312774175479	-13.116660014923	0	PEPD	-
chr15	83444728	83447727	+	8.12390934114758e-06	0.000111549837287418	-20.7690775054792	0	SH3GL3	+
chr16	53384444	53387443	+	8.15839641008839e-06	0.000111983908440801	-49.1400491400491	0	AC007342.5	+
chr12	130812123	130815122	-	8.17000566575757e-06	0.000112103758615564	-39.8521505376344	0	AC073912.3	-
chr9	34663549	34666548	-	8.23138202283269e-06	0.000112866415592907	-14.6341463414634	0	AL162231.2	+
chr1	212855775	212858774	+	8.26505798913455e-06	0.000113288294851068	12.8532538242157	0	FLVCR1-DT	-
chr18	21609814	21612813	+	8.27638285885312e-06	0.000113403620916857	-11.4681690377271	0	SNRPD1	+
chr19	54444330	54447329	+	8.28654936285055e-06	0.000113463103841773	-36.5280289330922	0	LENG8-AS1	-
chr7	64676564	64679563	+	8.33298898891128e-06	0.000113970456527772	-41.1238825031928	0	ZNF107	+
chr10	75740240	75743239	+	8.32991138633802e-06	0.000113970456527772	-45.4545454545455	0	AL731568.1	+
chr9	93056188	93059187	+	8.34115171181315e-06	0.000114010373660941	-15.2214503187606	0	SUSD3	+
chr20	31683716	31686715	+	8.42748098301517e-06	0.000115149954995916	-48.989898989899	0	BCL2L1-AS1	+
chr19	32862593	32865592	-	8.44772853176465e-06	0.00011538613778222	-15.7750786061937	0	RN7SKP22	-
chr17	68202989	68205988	+	8.51267020920642e-06	0.000116150987040153	-7.17150170648464	0	AC005332.4	+
chr16	46555692	46558691	-	8.53784942618791e-06	0.000116384395441213	-36.5587614356087	0	RNU6-845P	-
chr22	41428434	41431433	+	8.53873962703083e-06	0.000116384395441213	-29.4254764843	0	AL008582.1	+
chr2	106484864	106487863	+	8.62953674000327e-06	0.000117539721575814	-28.5853718050387	0	CD8B2	+
chr17	45261595	45264594	-	8.62730998245238e-06	0.000117539721575814	-14.3587350365638	0	MAP3K14-AS1	+
chr6	28858916	28861915	+	8.66635597324934e-06	0.000117958734080338	-24.1467975689575	1436	LINC01623	-
chr12	95438344	95441343	-	8.66429896683183e-06	0.000117958734080338	-39.479340816814	0	RNU6-735P	-
chr17	61397343	61400342	+	8.68636410203483e-06	0.000118189770728176	-13.369532428356	0	TBX2	+
chr22	20890715	20893714	-	8.69692101681636e-06	0.000118292094347095	-21.7474898525956	0	AC007308.1	-
chr2	180691955	180694954	-	8.72588043326783e-06	0.00011864456274972	-53.0875576036866	0	SCHLAP1	+
chr6	42890322	42893321	-	8.74230505522085e-06	0.000118784964571374	-15.162864211105	0	C6orf226	-
chr15	75673727	75676726	+	8.74075865017713e-06	0.000118784964571374	-19.0121155638397	0	AC105020.4	+
chr19	51309348	51312347	+	8.7588269663902e-06	0.000118967958324871	-35.1375332741792	0	IGLON5	+
chr8	27488281	27491280	+	8.78825238638763e-06	0.000119326027086696	-43.452380952381	0	EPHX2	+
chr16	2010681	2013680	+	8.82636263064909e-06	0.000119759998703217	-21	0	RN7SL219P	+
chr19	45914279	45917278	-	8.87167318291066e-06	0.000120290995071453	-26.7592592592593	0	NANOS2	-
chr19	50185686	50188685	+	8.90469210814177e-06	0.000120654706460057	-21.3007897992197	0	MYH14	+
chr20	63236279	63239278	+	8.92734960719807e-06	0.00012091964671363	-20.6651968073288	0	MIR3196	+
chr7	33001555	33004554	-	8.93775042968356e-06	0.000120970889636649	-34.012539184953	0	RNU6-388P	-
chr16	35747561	35750560	+	8.93928227046377e-06	0.000120970889636649	-15.9366902881404	1011	LINC02167	+
chrX	103212608	103215607	+	8.9404490120373e-06	0.000120970889636649	-26.7281105990783	0	BEX4	+
chr11	1347859	1350858	+	8.99309331254341e-06	0.000121640954857684	-15.6880733944954	0	LINC02689	+
chr4	2249657	2252656	-	8.99734269562356e-06	0.000121656190457486	-15.6081949581595	0	MIR4800	-
chr16	3576904	3579903	-	9.02346437393537e-06	0.000121967055755258	-22.3954313937336	0	NLRC3	-
chr14	22492321	22495320	+	9.04343694649839e-06	0.000122168036605111	-40.0656814449918	0	TRAJ44	+
chr11	72614631	72617630	-	9.05752796719715e-06	0.000122300173990352	-22.1017845340383	0	MIR139	-
chr17	30558003	30561002	-	9.07981895387224e-06	0.000122558678914793	-16.7519181585678	0	AC011840.4	-
chr6	71286311	71289310	+	9.13293785175843e-06	0.000123190302636859	9.468763404509	0	OGFRL1	+
chr10	48982064	48985063	+	9.14164740918872e-06	0.000123251669543712	-39.010989010989	0	AC060234.1	+
chr12	132622474	132625473	-	9.14381529922543e-06	0.000123251669543712	-22.8033472803347	0	AC131212.4	-
chr7	107888662	107891661	+	9.17063757050598e-06	0.000123570455399191	-8.57083057173754	0	DLD	+
chr2	107826392	107829391	-	9.19995405087939e-06	0.000123837737056367	-37.5	0	RGPD4-AS1	-
chr11	65595497	65598496	-	9.20001055169109e-06	0.000123837737056367	-23.393252893376	0	KCNK7	-
chr10	44385994	44388993	-	9.21266483982668e-06	0.00012396523621259	-20.970942593905	-898	CXCL12	-
chr18	62377631	62380630	-	9.21827369319949e-06	0.00012399787697465	-47.6190476190476	0	AC100843.2	-
chr1	111539718	111542717	+	9.2405727872157e-06	0.000124212700062411	-31.2087912087912	0	RAP1A	+
chr13	30683779	30686778	-	9.24062135235188e-06	0.000124212700062411	-42.3789173789174	0	AL138681.1	-
chr1	110471256	110474255	+	9.27136883430285e-06	0.000124368516852709	-42.8571428571429	0	AL358215.3	+
chr1	152508303	152511302	+	9.26680659641642e-06	0.000124368516852709	-41.7156286721504	0	LCE5A	+
chr2	27053777	27056776	-	9.25884913954994e-06	0.000124368516852709	-20.8314263920671	0	AC013472.2	-
chr3	194070526	194073525	-	9.27041508295193e-06	0.000124368516852709	-15.4060942780228	289	AC024559.2	+
chr4	123502779	123505778	+	9.26762473295463e-06	0.000124368516852709	-35.8639705882353	0	LINC02435	+
chr10	43321165	43324164	+	9.26841318210902e-06	0.000124368516852709	-15.1593377247641	0	LINC02633	+
chr3	184556419	184559418	-	9.29833616590269e-06	0.000124687327140358	-25.6429715827641	0	LINC01840	-
chrX	27805490	27808489	+	9.30617173812063e-06	0.000124749456317443	-18.2185567010309	0	MAGEB10	+
chr12	19939021	19942020	+	9.37478640464595e-06	0.000125626007703125	-43.7056737588653	0	AC024901.1	+
chr16	2459480	2462479	-	9.39698182067978e-06	0.000125880133020833	-14.3617601500971	0	TEDC2	+
chr16	28956083	28959082	+	9.41172025873712e-06	0.000126034225740497	-14.6067415730337	0	MIR4517	+
chr19	31463153	31466152	+	9.4322932999117e-06	0.000126266318040571	-35.8965517241379	0	AC008794.1	+
chrX	154293295	154296294	+	9.48665422638849e-06	0.000126950400339733	-21.56916347731	0	TKTL1	+
chr16	28596551	28599550	-	9.49172569842942e-06	0.000126974647864807	-32.6092146096921	0	SULT1A2	-
chr3	84956481	84959480	+	9.51879091278535e-06	0.000127292996912995	19.6227477477477	0	CADM2	+
chr22	25437324	25440323	-	9.53061513490517e-06	0.0001274073824915	-32.1789321789322	1014	AL008721.1	+
chr16	3578681	3581680	+	9.60092308943017e-06	0.000128259245181328	-18.0395350884917	0	AC006111.1	+
chr18	49496890	49499889	+	9.62602101094674e-06	0.00012855044514276	-23.139974779319	0	LINC02837	+
chr12	57805761	57808760	-	9.63418416615712e-06	0.000128615368126337	-31.0173697270471	0	RNU6-1083P	-
chr1	160285849	160288848	-	9.63950481941798e-06	0.000128642312518132	-31.4635132403477	-704	PEX19	-
chr22	50326513	50329512	-	9.66790073911017e-06	0.000128977079894533	-13.0261703837653	0	DENND6B	-
chr6	73353777	73356776	-	9.68270416334612e-06	0.000129130346005871	-11.8396294688088	0	DPPA5	-
chr5	181230186	181233185	-	9.71891796801623e-06	0.000129486928622679	-36.8129614438064	0	AC008443.2	-
chr9	129177762	129180761	-	9.71941417771051e-06	0.000129486928622679	15.4340250689135	0	IER5L	-
chr13	35476190	35479189	-	9.71843550451805e-06	0.000129486928622679	-19.0244850369219	0	MAB21L1	-
chr5	43031216	43034215	+	9.74702421777509e-06	0.000129760750660004	-18.8323917137476	0	AC025171.5	+
chr5	178938691	178941690	+	9.75329169381316e-06	0.000129760750660004	-17.8600926041797	0	ZNF454	+
chr5	178938724	178941723	-	9.75329169381316e-06	0.000129760750660004	-17.8600926041797	0	ZNF454	+
chr10	119890230	119893229	+	9.74706305969227e-06	0.000129760750660004	-7.19601328903654	0	SEC23IP	+
chr7	100481427	100484426	+	9.78133790901479e-06	0.000130071080056603	-14.1648213242013	0	NYAP1	+
chr12	57723771	57726770	+	9.78663420988072e-06	0.000130071080056603	-15.4125029904856	0	AGAP2-AS1	+
chr18	46383207	46386206	+	9.78549205129915e-06	0.000130071080056603	-45.2525252525253	0	AC015959.1	+
chr5	142012542	142015541	-	9.80940690857233e-06	0.000130284843547029	-26.8028846153846	0	GNPDA1	-
chr1	94148238	94151237	+	9.83864697062895e-06	0.000130584154255826	-42.6267281105991	0	RN7SL440P	+
chr2	111522877	111525876	-	9.87544129439256e-06	0.000130983253531856	-35.5718475073314	0	MIR4435-2HG	-
chr11	8593790	8596789	-	9.9040069210072e-06	0.000131272742295963	-21.2934835864772	0	STK33	-
chr17	48625859	48628858	-	9.92950153683439e-06	0.000131565895363056	-15.5783199850996	0	HOXB-AS4	+
chr2	68918748	68921747	+	9.94767337426123e-06	0.000131761855251393	-42.2972972972973	0	GKN3P	+
chr17	16491694	16494693	-	9.99581408372857e-06	0.000132264584793358	-33.1521739130435	0	LRRC75A	-
chr2	240568710	240571709	-	1.00116355154263e-05	0.00013242895127451	-13.392797263765	228	RNPEPL1	+
chr16	4796033	4799032	-	1.00226402435554e-05	0.000132484543837021	-12.7649632555966	0	AC020663.2	-
chr22	42564831	42567830	-	1.0021629664019e-05	0.000132484543837021	-24.8342803030303	0	RN7SKP80	-
chr19	41428231	41431230	-	1.00532390244385e-05	0.000132843936973202	-33.1857474172465	0	B3GNT8	-
chr22	50582466	50585465	-	1.00572543508116e-05	0.000132851930564892	16.4861573955396	0	CHKB-DT	+
chr8	1971177	1974176	+	1.00838079491827e-05	0.000133157538528953	31.7117117117117	0	KBTBD11	+
chr17	64821603	64824602	-	1.01364032495052e-05	0.000133806705721611	-27.572633552015	0	MIR4315-2	-
chr1	44805982	44808981	+	1.01398847668894e-05	0.000133807320831361	-20.1267776792459	0	BTBD19	+
chr16	28843508	28846507	-	1.01774322317925e-05	0.000134257322244998	-14.8192788475418	0	MIR4721	-
chr15	58864564	58867563	-	1.01909526352988e-05	0.000134365284682141	-15.8128043020129	0	AC090515.5	-
chr17	42184953	42187952	-	1.01925148565197e-05	0.000134365284682141	-37.0967741935484	0	HCRT	-
chr8	96160307	96163306	-	1.02124949062808e-05	0.000134537618895559	-15.2808355679838	0	GDF6	-
chr14	103205248	103208247	+	1.02184272880914e-05	0.000134570262003921	-10.0184753998785	0	AL161669.3	+
chr15	41866052	41869051	-	1.02463169272358e-05	0.000134891948597659	-28.128738932759	0	MIR4310	-
chr13	22897506	22900505	-	1.02569181346178e-05	0.000134985893896634	-28.7520615722925	-1030	LINC00621	-
chr2	26968137	26971136	+	1.02756421559399e-05	0.000135156089332973	-25.9641442568272	0	MAPRE3	+
chr11	114255287	114258286	+	1.03040669343303e-05	0.000135469094642875	-30.0726232394366	0	NNMT	+
chr1	109282687	109285686	-	1.03326227282938e-05	0.000135798690411836	-16.2589323245061	0	PSRC1	-
chr20	2109492	2112491	-	1.03484693777355e-05	0.0001359152476769	-24.993295789756	0	AL359916.1	-
chr1	158928296	158931295	+	1.03716195793107e-05	0.000136127506978453	-33.9393939393939	-257	PYHIN1	+
chr17	15341133	15344132	-	1.04050857096022e-05	0.000136474785797156	-32.9268292682927	0	TEKT3	-
chr9	113589520	113592519	-	1.04137655899126e-05	0.000136542658551009	-31.1146752205293	0	AL162727.2	-
chr19	9435072	9438071	-	1.04266566238391e-05	0.00013666568263178	-12.9132689617524	0	ZNF266	-
chr14	104577184	104580183	+	1.0439826699523e-05	0.000136792280215243	-16.5382254654573	0	C14orf180	+
chr11	83212880	83215879	-	1.04521847425212e-05	0.000136908156235681	-39.8325358851675	0	AP000873.3	-
chr2	1744353	1747352	-	1.04757053318961e-05	0.000137170118051769	-14.1980025684295	0	PXDN	-
chr7	152592592	152595591	-	1.04792465500651e-05	0.000137170379488504	-34.7122914538645	0	RNA5SP250	-
chr8	143681952	143684951	+	1.05097016665586e-05	0.00013749177521816	-16.2655743300905	0	ZNF707	+
chr9	96684550	96687549	+	1.05301210299585e-05	0.00013769750410273	-14.9388979292301	0	AL589843.1	+
chr7	64204590	64207589	+	1.05829349490213e-05	0.000138295280422383	-21.4994264120386	0	ZNF735	+
chr15	101085567	101088566	-	1.06461986022283e-05	0.00013902871825337	-26.7857142857143	0	AC090907.2	-
chr7	87220088	87223087	-	1.0659690537587e-05	0.00013906505187264	-14.6418406072106	0	TMEM243	-
chr7	157573923	157576922	-	1.06583526069191e-05	0.00013906505187264	-25.5952380952381	0	MIR153-2	-
chr21	19899544	19902543	-	1.06550003823109e-05	0.00013906505187264	-29.0317559153176	0	LINC01683	-
chr12	53996286	53999285	-	1.07007412199386e-05	0.00013950715335432	-20.1939553027817	0	HOXC-AS2	-
chr19	12886702	12889701	-	1.07166214667127e-05	0.000139667443705518	-34.7064393939394	0	KLF1	-
chr5	77086786	77089785	-	1.07302029411663e-05	0.000139797677449209	22.4889679246526	0	ZBED3-AS1	+
chr9	127421874	127424873	+	1.07542657454408e-05	0.000140064333705666	-14.8694239660127	0	ZNF79	+
chr2	135656080	135659079	-	1.07748759948564e-05	0.000140285860421	-35.6976744186046	0	RNU6-512P	-
chr7	151953879	151956878	+	1.07901969791303e-05	0.000140438397367865	-27.0476190476191	0	GALNTL5	+
chr2	222295647	222298646	+	1.08042744810377e-05	0.000140574653443161	-14.564015853969	0	CCDC140	+
chr2	202871486	202874485	-	1.08106709746279e-05	0.000140610914129092	-13.8098347223822	0	ICA1L	-
chr14	49863827	49866826	-	1.08384353718174e-05	0.000140924983280757	-46.2157809983897	0	AL627171.4	-
chr10	133424073	133427072	-	1.08481074494467e-05	0.000141003678909975	-21.227621483376	0	SPRN	-
chr7	43756180	43759179	+	1.08789776612063e-05	0.000141310628473588	-12.4241776667269	0	BLVRA	+
chr16	75267554	75270553	-	1.08771651738921e-05	0.000141310628473588	-27.2680563711098	0	BCAR1	-
chr12	6825907	6828906	+	1.08895315671018e-05	0.000141400567398817	-19.2020152771006	0	P3H3	+
chr9	130050926	130053925	+	1.0912610413306e-05	0.000141653028540599	-11.163963963964	0	GPR107	+
chr17	81123377	81126376	+	1.09511069463514e-05	0.000142058065632741	-18.5828440965427	0	MIR338	-
chr18	69724476	69727475	-	1.09509126368666e-05	0.000142058065632741	-28.2242097357821	0	AC068254.1	-
chr16	27549414	27552413	-	1.0983300031318e-05	0.000142380849490846	-7.79810298102981	0	KIAA0556	+
chr19	13905953	13908952	-	1.09897926076623e-05	0.000142417621766961	-13.8648484654936	0	CC2D1A	+
chr7	75055377	75058376	+	1.10149357092265e-05	0.000142648544066795	-26.4737263270205	0	AC245150.1	+
chr19	45158238	45161237	-	1.10253130257392e-05	0.000142735483189654	-18.9102564102564	0	NKPD1	-
chr5	9545576	9548575	-	1.10444099336896e-05	0.000142935212281354	-16.3939124270351	0	SNHG18	+
chr8	144515492	144518491	+	1.10713544402284e-05	0.000143236337502191	-7.19887438298658	0	LRRC14	+
chr4	1113065	1116064	-	1.11206314649246e-05	0.000143826095191281	-17.8205759610151	0	AC092535.4	+
chr2	174544641	174547640	+	1.11527476281904e-05	0.000144193589066099	-49.3030080704329	0	AC010894.5	-
chr6	40714864	40717863	-	1.11602994951137e-05	0.00014424335329534	-46.9387755102041	0	AL583854.1	-
chr9	136373182	136376181	-	1.11859353478488e-05	0.000144526736807777	-21.2859699848547	0	CARD9	-
chr2	233202699	233205698	+	1.11989344177275e-05	0.000144646714271411	-15.4146141215107	0	RN7SL32P	+
chr8	143077957	143080956	+	1.12090308771408e-05	0.000144729134179323	-23.7873414678127	0	LY6L	+
chr17	38349344	38352343	+	1.12435306632546e-05	0.000145030376485789	-13.4493940945554	0	SOCS7	+
chr16	3400566	3403565	-	1.12616307282721e-05	0.000145215764654035	-12.7132066276803	0	ZNF174	+
chrX	135051697	135054696	-	1.12732581312602e-05	0.000145317594474931	-26.7334905660377	0	RTL8A	-
chr16	68446343	68449342	+	1.12781370200301e-05	0.000145332394183021	-11.9445156095597	0	AC099521.4	+
chr2	173355709	173358708	-	1.12837061262294e-05	0.000145356075445525	-24.8258972985383	839	CDCA7	+
chr5	180835227	180838226	-	1.13300706000542e-05	0.000145859840554827	-22.5069966121667	0	AC022413.3	-
chr8	6621721	6624720	-	1.13303010529818e-05	0.000145859840554827	-17.5285773309461	0	MIR8055	-
chr7	45937949	45940948	+	1.13381098876422e-05	0.000145863959931671	-18.5699797160243	0	AC073115.2	+
chr7	50399598	50402597	-	1.13358462345307e-05	0.000145863959931671	-9.58822101771702	0	AC124014.1	-
chr2	27380291	27383290	-	1.14023867292323e-05	0.000146642448014937	-10.5467041549516	0	ZNF513	-
chr1	54627939	54630938	-	1.14304474457718e-05	0.00014695481196371	-22.0038692597495	0	AL590093.1	-
chr15	75782634	75785633	+	1.14414274112699e-05	0.000147047444673711	-54.8484848484849	0	RN7SL319P	+
chr21	23423279	23426278	-	1.14989394434401e-05	0.000147689148044579	-45.7384515289525	0	AP000459.3	-
chr10	103974315	103977314	-	1.15116779269001e-05	0.000147780944179832	-27.5122549019608	0	RN7SL524P	-
chr17	80167492	80170491	+	1.1513673869485e-05	0.000147780944179832	-28.390522875817	0	CARD14	+
chr15	90247056	90250055	+	1.15450610592748e-05	0.000148134997880122	-19.2446043165468	0	AC091167.2	+
chr14	53947985	53950984	-	1.15627320135451e-05	0.000148312882972555	-25.3322395406071	0	MIR5580	-
chr2	174682417	174685416	-	1.1601863106767e-05	0.000148765825320641	16.3793103448276	0	WIPF1	-
chr6	31569554	31572553	+	1.16244144962633e-05	0.000148956929836164	-20.2179570592062	0	LTA	+
chr20	2690374	2693373	+	1.16211443514404e-05	0.000148956929836164	17.0861937452326	0	EBF4	+
chr11	67487745	67490744	+	1.16428677974646e-05	0.000149144332472948	-17.0133849379132	0	MIR6752	+
chr18	21314378	21317377	+	1.16601873992403e-05	0.000149317094062264	-30.3799541434655	0	AC015878.2	+
chr2	231049540	231052539	+	1.16676181743962e-05	0.000149363150175355	-25.6428571428571	0	AC009407.1	+
chr19	58439654	58442653	-	1.17451737882498e-05	0.000150306585059551	13.5903333360911	0	AC012313.8	+
chr3	179614379	179617378	-	1.17582035829862e-05	0.00015042391480303	-38.8539482879106	0	AC090425.1	-
chr16	50552855	50555854	+	1.1796064170089e-05	0.000150858726114844	-25.6787330316742	0	AC007608.4	+
chr15	40282087	40285086	-	1.18130163651355e-05	0.000151025480102207	-8.63420504813947	0	ANKRD63	-
chr19	4655025	4658024	-	1.18242525920349e-05	0.000151070436117652	-19.0420510155472	0	AC005339.1	-
chr9	35789654	35792653	+	1.18632623829663e-05	0.000151519142992936	-15.6969124325642	0	NPR2	+
chr18	46753987	46756986	+	1.18985415070848e-05	0.000151919922782198	-13.4073060546439	0	AC090241.2	+
chr2	239302962	239305961	+	1.19518837655325e-05	0.000152550993475202	-23.4441602728048	0	MIR4269	+
chr1	47021169	47024168	+	1.1976178123991e-05	0.000152811011732745	-20.1843259792318	0	CYP4X1	+
chr22	50200338	50203337	-	1.20259176081525e-05	0.000153395422536208	-8.74539231174302	0	SELENOO	+
chr7	6102384	6105383	+	1.20432354153933e-05	0.00015356603456846	-11.253486690313	0	USP42	+
chr15	90247030	90250029	+	1.20474546076967e-05	0.000153569566178935	-19.0860215053763	0	AC091167.2	+
chr15	62340529	62343528	+	1.20650355313008e-05	0.000153743362486694	-35.5724920241049	0	MIR6085	+
chr8	9902973	9905972	-	1.21732596660235e-05	0.000155071723443409	-17.5280026616391	0	MIR124-1	-
chr4	3241869	3244868	+	1.21875217567457e-05	0.000155202651204324	-21.9045616985495	0	MSANTD1	+
chr4	181264646	181267645	-	1.22450793866647e-05	0.00015583373652647	-30.8333333333333	0	LINC02500	-
chr19	4430435	4433434	-	1.22663868676902e-05	0.000156053919147901	-17.0204596566288	0	AC011498.3	-
chr19	33302536	33305535	+	1.22902939499112e-05	0.000156307019529478	-7.91882328358414	0	AC008738.2	+
chr16	4752066	4755065	-	1.22949069149934e-05	0.000156314653679363	-28.6656891495601	0	AC020663.1	-
chr12	121871693	121874692	+	1.23584359754837e-05	0.000157019854346042	-25.3188297074269	0	AC069503.3	+
chr17	82733115	82736114	+	1.23713214942514e-05	0.000157132321098325	-15.8324237226467	0	FN3K	+
chr1	171598121	171601120	+	1.24244498085006e-05	0.000157704282271144	-21.5108624094799	0	MYOCOS	+
chr4	55817319	55820318	+	1.2439672463646e-05	0.000157794673012481	-40.6926406926407	0	EXOC1L	+
chr15	64149215	64152214	+	1.24442806807414e-05	0.00015780174281194	-20.783065799279	0	SNX22	+
chr19	3760182	3763181	+	1.24534365763145e-05	0.000157866456827313	-14.7574819401445	0	MRPL54	+
chr2	36354615	36357614	-	1.25102561679363e-05	0.000158483586673808	-6.53186718760489	0	CRIM1-DT	-
chr17	31389175	31392174	+	1.25078054996934e-05	0.000158483586673808	-14.7207207207207	0	RAB11FIP4	+
chr21	45911796	45914795	+	1.25597348748694e-05	0.00015905867101773	-17.3080912863071	0	AJ239328.1	+
chr22	49052050	49055049	-	1.25661961500531e-05	0.000159088778363769	-24.3349506441359	0	AL078622.1	-
chr14	101062800	101065799	+	1.25799318816755e-05	0.000159194482148697	-22.2608695652174	0	MIR369	+
chr11	75397891	75400890	+	1.26299964892882e-05	0.00015974075105202	-14.2273642615601	0	SNORD15A	+
chr2	9104093	9107092	+	1.26500674809862e-05	0.000159942674041486	-24.2063492063492	0	AC093904.4	+
chr16	19121130	19124129	-	1.26575801970288e-05	0.000159985735423509	-53.8961038961039	0	AC099518.5	-
chr2	87822442	87825441	+	1.26838266706237e-05	0.000160265477766508	-41.9294990723562	327	RGPD2	-
chr21	42879069	42882068	-	1.26998788764746e-05	0.000160416271606053	14.9474181732246	0	WDR4	-
chr8	144435175	144438174	+	1.27093606628752e-05	0.000160484001498316	-12.9052197802198	0	TONSL-AS1	+
chr17	45245416	45248415	+	1.27150026704136e-05	0.000160503217441984	-13.1156480390874	0	MAP3K14-AS1	+
chr16	31040650	31043649	+	1.27340844843619e-05	0.000160692018493139	-16.5802336671435	0	AC135050.3	+
chr8	142782874	142785873	+	1.28173889027374e-05	0.000161586208642762	-24.7154191100379	0	AC083841.2	+
chr18	12430397	12433396	+	1.28340153103393e-05	0.000161743470208434	-10.3632065334193	0	AP001029.1	+
chr6	143840838	143843837	+	1.28565493830648e-05	0.000161975058608437	-7.32666804095375	0	LTV1	+
chr20	63733783	63736782	+	1.28724493662316e-05	0.000162122943763838	-14.1081215744893	0	LIME1	+
chr1	12569573	12572572	-	1.28768581692724e-05	0.000162126053647061	-31.1788617886179	0	RNU6ATAC18P	-
chr21	45402665	45405664	+	1.28847242825125e-05	0.000162172676712529	-15.5051720067131	0	BX322562.1	-
chr8	23018836	23021835	-	1.289148559121e-05	0.000162205368606456	-23.5047444138353	0	AC107959.1	-
chr5	179680535	179683534	-	1.28979024789539e-05	0.000162233707157782	-35.3247549019608	0	CBY3	-
chr22	32799201	32802200	+	1.29194610363631e-05	0.00016235487194526	-16.2999384066436	0	TIMP3	+
chr20	63906455	63909454	+	1.29317509246405e-05	0.00016244964761992	-24.5295096658558	0	RNU1-134P	+
chr20	50560509	50563508	+	1.2938321207919e-05	0.000162479788089776	-27.5862068965517	0	AL133230.1	+
chr3	10152827	10155826	-	1.29453192339368e-05	0.00016251527900677	-36.4055299539171	0	AC034193.1	-
chr9	134164065	134167064	-	1.29654549254512e-05	0.000162715623911389	-13.075123691562	0	RNU6ATAC	-
chrX	154652046	154655045	+	1.30472274650835e-05	0.000163689129115081	-19.7566993745338	0	CTAG2	-
chr11	66479734	66482733	-	1.30955434716239e-05	0.000164189538441297	-6.41330166270784	0	DPP3	+
chr21	38746961	38749960	-	1.31191747659368e-05	0.000164432899937924	-27.2108843537415	0	LINC00114	-
chr7	77414173	77417172	+	1.31447461990432e-05	0.000164700414340215	-14.9607113316791	0	AC004921.1	+
chr20	51452478	51455477	-	1.31697819548882e-05	0.000164961046962273	-42.9512516469038	0	MIR3194	-
chr2	96739565	96742564	-	1.31954369217306e-05	0.000165176171364401	-16.984601241094	0	LMAN2L	-
chr11	68616212	68619211	-	1.31912464421938e-05	0.000165176171364401	-25.3390226794482	0	AP003096.1	-
chr1	32350164	32353163	-	1.32768859723443e-05	0.000166035663901339	-17.741935483871	0	AL109945.1	-
chr2	20664644	20667643	+	1.32851094169261e-05	0.000166085185281244	-11.404399323181	0	GDF7	+
chr22	49615217	49618216	-	1.33041931696962e-05	0.000166270402606839	-14.8529411764706	0	Z97192.3	-
chr17	50393938	50396937	+	1.33350216438043e-05	0.000166602234808979	-24.3265993265993	0	AC004707.2	+
chr11	65633810	65636809	+	1.33551619064522e-05	0.00016680036295795	-12.6842776316838	0	MIR4690	+
chrX	47584929	47587928	+	1.33877930526654e-05	0.000167154319989288	-21.1795054260808	0	MIR4769	+
chr2	88452194	88455193	-	1.34376961287681e-05	0.000167723631110593	26.3679245283019	0	FOXI3	-
chr17	35795208	35798207	-	1.348944779296e-05	0.00016831564342561	-20.8713503649635	0	MMP28	-
