chr	start	end	strand	pvalue	qvalue	meth.diff	dist.to.feature	feature.name	feature.strand
chr7	97115198	97118197	+	3.3535787792963e-05	0.000352886713526438	-12.239092831059	0	SDHAF3	+
chr12	108836507	108839506	-	3.36301182778504e-05	0.000353783758442793	-23.4265734265734	0	MIR619	-
chr6	2914394	2917393	+	3.36724288974755e-05	0.000354133225621263	-44.3386243386243	0	AL133351.1	+
chr2	219571360	219574359	-	3.37437592011993e-05	0.000354787622046618	-20.3392553826378	0	INHA	+
chr12	101873124	101876123	-	3.39160552941977e-05	0.000356502950346863	-29.8891129032258	-1324	RNU6-1183P	-
chr2	239942595	239945594	-	3.39942272256734e-05	0.000357228249683331	-16.0548213411649	0	MIR4786	-
chr4	70990038	70993037	+	3.4025860909587e-05	0.00035746424264643	-36.5497076023392	-601	DCK	+
chr7	116669696	116672695	+	3.40521854422787e-05	0.000357644347237522	-15.0426525028167	0	MET	+
chr15	43370526	43373525	-	3.41757305335803e-05	0.000358845170602593	7.32548022220735	0	TUBGCP4	+
chr11	62267658	62270657	+	3.41867605766584e-05	0.000358864257144632	-42.1031746031746	0	SCGB2A2	+
chr19	43660277	43663276	-	3.43605904668368e-05	0.00036059181078546	-28.9288231148696	0	RN7SL368P	-
chr19	57826279	57829278	-	3.43865933566138e-05	0.000360670367314725	-22.7831715210356	-1017	ZNF587B	+
chr16	74296263	74299262	-	3.44078650969222e-05	0.00036079132132819	-6.02088619949249	0	PSMD7	+
chr4	157818073	157821072	-	3.45788569663432e-05	0.000362297664750294	-36.6547131147541	0	AC017037.3	-
chr10	74821631	74824630	-	3.45882432346642e-05	0.000362297664750294	-27.4980930587338	0	AC063962.1	-
chr19	1020680	1023679	-	3.45831247655393e-05	0.000362297664750294	-9.75202097443741	0	RNU6-2	+
chr7	134741752	134744751	+	3.46221167616593e-05	0.000362554988830763	-63.6363636363636	0	CALD1	+
chr2	176186343	176189342	+	3.46358576463381e-05	0.000362601406775893	-15.8163265306123	0	MIR7704	+
chr16	3540239	3543238	+	3.46713689419283e-05	0.000362875652104465	-17.0383411580595	0	AC004494.1	+
chr16	3290379	3293378	+	3.47934530206633e-05	0.000364055590228294	-35.9310344827586	0	AC004232.2	+
chr17	5483785	5486784	+	3.48286114733663e-05	0.000364325606859555	10.6274644265387	0	MIS12	+
chr6	75599009	75602008	+	3.48946144956927e-05	0.000364918042330123	-18.7632884479093	0	SENP6	+
chr19	15396196	15399195	+	3.49117536419303e-05	0.000364999292303112	-10.3562551781276	0	AC006128.1	+
chr19	4534725	4537724	-	3.49303701957349e-05	0.000365095940696231	-16.6893234340688	0	PLIN5	-
chr13	23496296	23499295	+	3.50048268401711e-05	0.000365528099687824	-28.0764635603345	0	LINC00352	+
chr16	57999954	58002953	-	3.50081159037351e-05	0.000365528099687824	-11.6457776864598	0	USB1	+
chr20	63499787	63502786	+	3.50092501587799e-05	0.000365528099687824	-17.6271712158809	0	AL121829.1	+
chr2	224715866	224718865	-	3.51957832696156e-05	0.000367095028104111	-43.510267338241	0	CCDC195	-
chr9	127704488	127707487	+	3.51940538569666e-05	0.000367095028104111	-30.4156025075459	0	CFAP157	+
chr11	30581630	30584629	+	3.51970204073638e-05	0.000367095028104111	-22.9167796150718	0	MPPED2-AS1	+
chr21	42350498	42353497	-	3.52357671168746e-05	0.000367302464018692	-24.3786883883301	0	TFF2	-
chr9	134294898	134297897	-	3.53379613233354e-05	0.000368080397375463	-19.4497506760277	0	LINC02247	-
chr13	112064649	112067648	+	3.53387417837051e-05	0.000368080397375463	-12.72107041134	0	SOX1	+
chr3	190118464	190121463	+	3.5447561325545e-05	0.000369085885954999	-14.0035128043888	0	P3H2-AS1	+
chr12	32753010	32756009	+	3.54542262929946e-05	0.000369085885954999	10.3560859188544	0	AC087588.3	+
chr12	47263165	47266164	+	3.54719125496041e-05	0.000369171347413793	-45.0231481481482	0	AC008083.4	+
chr7	152590442	152593441	-	3.55003293512291e-05	0.00036936841075778	-32.9710144927536	0	RNA5SP250	-
chr14	105890708	105893707	-	3.55198241895403e-05	0.000369472563765966	-23.2117812061711	0	IGHD5-18	-
chr2	160407383	160410382	-	3.55755838033781e-05	0.000369953781916869	-12.8656983547876	0	MIR4785	-
chr3	169812487	169815486	-	3.56027579032123e-05	0.000370137559145887	-14.8458300147912	0	LRRC34	-
chr4	55215420	55218419	-	3.56393327969185e-05	0.00037022138909439	-40	0	RN7SL822P	-
chr22	19289469	19292468	+	3.56354533796262e-05	0.00037022138909439	-19.142535601437	0	AC000085.1	+
chr3	160396774	160399773	+	3.56605782010926e-05	0.000370270555025262	-21.9178082191781	0	IFT80	-
chr19	8628135	8631134	+	3.56630759197736e-05	0.000370270555025262	-22.7954144620811	0	LINC01862	+
chr16	14301467	14304466	+	3.57217964469907e-05	0.00037078139637424	-9.39901334497216	0	MIR193B	+
chr18	76840603	76843602	-	3.5887361025101e-05	0.000372301504322985	-17.8716744913928	0	AC027575.2	-
chr17	70128360	70131359	-	3.59739456025859e-05	0.00037310038630158	-28.9666854884246	0	AC005208.1	-
chr3	51611063	51614062	-	3.60164958094585e-05	0.000373342893628914	-49.2753623188406	0	RNU6ATAC29P	-
chr1	2556532	2559531	-	3.62183993761476e-05	0.000375236103111125	-17.5679347826087	0	TNFRSF14-AS1	-
chr16	1989978	1992977	-	3.62503936920328e-05	0.000375467717700914	-12.0946538124452	0	SYNGR3	+
chr18	24161712	24164711	-	3.63427532501858e-05	0.000376324283057147	-29.5593635250918	0	AC090772.3	-
chr6	389252	392251	+	3.6370943181976e-05	0.000376516101954259	-15.5352335488885	0	IRF4	+
chr18	11810985	11813984	-	3.65919392175908e-05	0.000378703239166114	-25.4385964912281	0	AP005137.1	-
chr7	55728600	55731599	+	3.68183695316745e-05	0.000380844287070202	-34.3599033816425	0	AC091812.3	+
chr3	35636445	35639444	+	3.69597620003665e-05	0.000382103908897101	-37.2056514913658	-145	ARPP21	+
chr18	58628592	58631591	-	3.69834456968419e-05	0.000382145922313123	-31.7424242424242	0	ALPK2	-
chr18	58628759	58631758	+	3.69834456968419e-05	0.000382145922313123	-31.7424242424242	0	ALPK2	-
chr11	118572471	118575470	-	3.70857767986775e-05	0.000382722377484935	12.2527981149541	37	ARCN1	+
chr16	4787899	4790898	-	3.70883577205912e-05	0.000382722377484935	-27.1799701750255	0	SMIM22	+
chr19	17871206	17874205	-	3.70851824565481e-05	0.000382722377484935	-10.0056940781587	0	SLC5A5	+
chr7	128690950	128693949	+	3.71068915573653e-05	0.000382755341692872	-28.9650037230082	501	AC018638.6	+
chr1	26812322	26815321	+	3.71542524202959e-05	0.000383097909749239	-29.3974437005478	0	RN7SL165P	+
chr6	31663602	31666601	+	3.71778934847257e-05	0.000383138846745367	-7.54318187096924	0	CSNK2B	+
chr12	57430506	57433505	-	3.74715248191345e-05	0.000385960668780906	20.7979407979408	0	AC126614.1	+
chr17	14780187	14783186	-	3.75809400749154e-05	0.000386985334554145	-34.7368421052632	0	AC005863.1	-
chr3	143109302	143112301	+	3.76393011806271e-05	0.000387279180531255	-32.3965252938171	0	AC018450.2	+
chr11	119332027	119335026	+	3.76642082121495e-05	0.000387433121442905	-9.81132075471698	0	RNF26	+
chr22	38431807	38434806	+	3.77647375644044e-05	0.000388364665211556	-37.5776397515528	0	Z97056.3	+
chr9	136204629	136207628	-	3.78065368827108e-05	0.000388691909281077	-15.6794104099493	0	LHX3	-
chr19	23249895	23252894	-	3.78645374518353e-05	0.000389185503017479	-14.9187495921164	0	ZNF724	-
chr5	1249506	1252505	+	3.79833536878973e-05	0.000390253952316597	-16.0394265232975	0	AC114291.2	+
chr16	2336650	2339649	+	3.7990269014052e-05	0.000390253952316597	-24.8678861788618	1080	ABCA3	-
chr20	4866484	4869483	+	3.79985429633385e-05	0.000390253952316597	-30.7219031993437	0	AL389886.1	+
chr16	2985756	2988755	+	3.80319869841976e-05	0.000390494478906014	-30.026455026455	0	LINC00514	+
chr17	7929304	7932303	-	3.82790972498661e-05	0.000392928124734792	-28.6363636363636	0	CNTROB	+
chr1	1246223	1249222	-	3.83448235745489e-05	0.000393499104938502	-12.5953225566625	0	C1QTNF12	-
chr2	110730073	110733072	+	3.83774286701984e-05	0.000393729979944056	-15.8093854369115	0	ACOXL	+
chr13	30419988	30422987	+	3.84057186992774e-05	0.000393916474968497	-10.3516238183277	0	UBE2L5	+
chr8	141366787	141369786	-	3.84608972027489e-05	0.000394274802771864	-25	0	GPR20	-
chr14	104818701	104821700	+	3.85030558005862e-05	0.000394499352633308	-24.4960027806743	0	LINC00638	+
chr17	40350040	40353039	-	3.85015907782934e-05	0.000394499352633308	-23.5970695970696	0	AC080112.4	-
chr5	102498041	102501040	+	3.85214270546896e-05	0.000394583799872583	-25.9195402298851	0	AC094108.1	+
chr1	212501678	212504677	+	3.85441592098936e-05	0.000394609125366992	-31.3828516837831	0	AC092803.2	+
chr11	108497885	108500884	-	3.87046151895245e-05	0.000396147736391993	16.0595051060487	0	POGLUT3	-
chrX	107776843	107779842	-	3.87248278472091e-05	0.000396250504015769	-40.1185770750988	0	NCBP2L	+
chr11	61349744	61352743	+	3.88174953945419e-05	0.000396990163584768	-22.9500891265597	0	AP003108.3	+
chr11	111777851	111780850	-	3.89295237815471e-05	0.000397961484438386	-56.6666666666667	0	AP001781.1	-
chr12	49567646	49570645	-	3.89329025078858e-05	0.000397961484438386	-8.11029579252221	0	MCRS1	-
chr12	124540003	124543002	+	3.89654025260988e-05	0.000398189206559333	-21.0569777043765	0	AC073592.9	+
chr19	3355456	3358455	-	3.90463120129539e-05	0.000398911378039502	-19.8657004188551	0	AC007792.1	-
chr17	48878340	48881339	+	3.91344801937949e-05	0.000399602536290769	-29.0628290628291	0	AC068531.1	+
chr17	48878622	48881621	+	3.91344801937949e-05	0.000399602536290769	-29.0628290628291	0	AC068531.1	+
chr20	14929029	14932028	-	3.9183652344407e-05	0.000399790250674798	-49.1118077324974	0	MACROD2-AS1	-
chrY	386456	389455	-	3.91836523444071e-05	0.000399790250674798	-49.1118077324974	0	AL732314.1	-
chrY	387890	390889	-	3.91836523444071e-05	0.000399790250674798	-49.1118077324974	0	AL732314.1	-
chr20	46681876	46684875	-	3.91978727684029e-05	0.00039983061892986	-36.6987850858819	0	AL133520.1	-
chr16	67393019	67396018	-	3.92166805581133e-05	0.000399917746372069	-8.14321926489227	0	TPPP3	-
chr15	85752402	85755401	-	3.92518697186446e-05	0.000400110364927015	-38.5964912280702	0	AC021739.5	-
chr17	82479598	82482597	+	3.92716459337229e-05	0.000400163998783201	-22.7066780484602	0	NARF-IT1	+
chr10	50885176	50888175	-	3.92978047472299e-05	0.000400325832617244	-50.1572327044025	0	A1CF	-
chr12	100715026	100718025	+	3.93968741671582e-05	0.000401230126321999	-11.9974786384648	0	ANO4	+
chr14	94767771	94770770	+	3.94376750233582e-05	0.000401540677087015	-10.6955995218109	0	AL121612.2	+
chr2	85748844	85751843	+	3.95140543605858e-05	0.000402108147235272	-34.2650103519669	-2148	ATOH8	+
chr4	40075384	40078383	+	3.95128362140407e-05	0.000402108147235272	-29.2902542372881	0	RNU6-1112P	+
chr17	29622408	29625407	-	3.95497249538428e-05	0.000402366031751618	-10.4795583922719	0	CORO6	-
chr4	185395400	185398399	-	3.95978784934894e-05	0.000402750745878298	-11.7440092008989	0	ANKRD37	+
chr2	7668830	7671829	+	3.96556052135148e-05	0.000403232602738833	-37.6006441223833	0	AC092580.4	+
chr19	1401071	1404070	-	3.96666296473202e-05	0.000403239446219039	-13.6098725342897	0	GAMT	-
chr19	49387592	49390591	-	3.96874917859253e-05	0.000403346267289517	-17.8225806451613	0	AC010643.1	-
chr3	194249704	194252703	-	3.97456256153348e-05	0.000403831728180847	-41.8859649122807	0	LINC02036	-
chr19	13114362	13117361	+	3.99286327128912e-05	0.00040537396073252	-7.45869725349889	0	TRMT1	-
chr11	67437183	67440182	-	4.00541252412369e-05	0.000406542065860444	-13.7095896967324	0	PTPRCAP	-
chr9	135501235	135504234	-	4.04085220859722e-05	0.00041003229431077	-14.6885309061138	0	C9orf116	-
chr3	196140025	196143024	+	4.04277029032401e-05	0.00041011009871021	-17.8453038674033	0	LINC00885	+
chr9	35046771	35049770	+	4.0437245261094e-05	0.00041011009871021	-35.2688172043011	0	RN7SL338P	+
chr19	12725387	12728386	-	4.04608498802613e-05	0.000410242687945231	-16.7254901960784	0	AC018761.1	-
chr1	161256245	161259244	+	4.05391768033838e-05	0.000410929906941404	-18.4761904761905	0	PCP4L1	+
chr16	74334847	74337846	-	4.06447679071981e-05	0.000411893062909704	-44.6060606060606	-2235	AC009120.2	-
chr6	31778406	31781405	-	4.07427173590845e-05	0.000412454846154657	-9.75551336869931	0	AL662899.2	-
chr8	60874469	60877468	+	4.07395874060451e-05	0.000412454846154657	-40.0537634408602	0	AC113143.2	+
chr13	31972667	31975666	+	4.07531434436985e-05	0.000412454846154657	-51.5151515151515	0	AL137143.1	+
chr15	41513388	41516387	-	4.07530476246827e-05	0.000412454846154657	-22.7846244131455	0	LTK	-
chr14	101058073	101061072	+	4.08677186055523e-05	0.000413399630817785	-22.5901398086828	0	MIR496	+
chr20	59469354	59472353	-	4.08671023810619e-05	0.000413399630817785	-15.9908700322234	0	AL389889.2	-
chr19	18918888	18921887	-	4.10021592802481e-05	0.000414544281017925	-10.5073024372852	0	DDX49	+
chr17	2366292	2369291	-	4.10351405830208e-05	0.00041477008339688	-26.2634631317316	0	AC006435.3	-
chr10	76885544	76888543	+	4.10751668822634e-05	0.000415066958728553	-38.135593220339	0	KCNMA1-AS1	+
chr5	16177738	16180737	+	4.11112439127907e-05	0.000415323782837853	-10.2178966203448	0	AC092335.1	+
chr5	140792352	140795351	+	4.13021509031316e-05	0.000416971656897013	-19.247311827957	0	PCDHA2	+
chr19	54847943	54850942	+	4.13064721849717e-05	0.000416971656897013	-38.9073950699534	0	KIR3DL2	+
chr3	172796059	172799058	-	4.14205651618144e-05	0.000417907197660149	-30.5164319248826	0	RNU4-4P	-
chr9	134934024	134937023	+	4.14206055747872e-05	0.000417907197660149	-24.9262536873156	0	AL353611.1	+
chr16	76274778	76277777	+	4.15199337865041e-05	0.000418800885720681	-37.18820861678	0	AC010528.2	-
chr1	1423628	1426627	+	4.1790908007379e-05	0.000421425012018496	-24.7822931785196	0	TMEM88B	+
chr14	73459862	73462861	+	4.18391184120596e-05	0.000421693496627445	-35.9197324414716	0	AC005280.1	+
chr19	914787	917786	+	4.18391827612649e-05	0.000421693496627445	-11.574079563645	0	KISS1R	+
chr1	39895245	39898244	+	4.1861893886281e-05	0.000421813263409228	-34.3055223523787	0	MYCL-AS1	+
chr16	76274788	76277787	+	4.19111500203144e-05	0.000422098545259236	-36.6326530612245	0	AC010528.2	-
chr17	7555792	7558791	+	4.19118771162297e-05	0.000422098545259236	-24.3534859339507	0	TNFSF13	+
chr1	52630668	52633667	+	4.20137502534369e-05	0.000422905850419286	-13.6423147420791	0	SHISAL2A	+
chr8	31636722	31639721	+	4.20041366717894e-05	0.000422905850419286	-19.3548387096774	0	NRG1	+
chr3	75785084	75788083	-	4.21298262171668e-05	0.000423964706868957	-16.8403361344538	0	ZNF717	-
chr9	130896313	130899312	-	4.22229928774654e-05	0.000424682852450727	-17.2799363727807	0	QRFP	-
chr3	196711751	196714750	-	4.23768947506505e-05	0.00042609911854138	-6.91244239631336	0	PIGX	+
chr8	73370102	73373101	-	4.23856779450095e-05	0.00042609911854138	-43.1884057971015	0	AC111149.1	-
chr3	46693205	46696204	-	4.2472307535834e-05	0.00042680527284366	-12.768351800554	0	TMIE	+
chr17	30598296	30601295	+	4.24778344965953e-05	0.00042680527284366	5.93454258675079	0	AC005562.1	+
chr17	77281398	77284397	-	4.25077397435767e-05	0.000426995616738275	-14.5662437770997	0	SEPTIN9-DT	-
chr17	29386060	29389059	+	4.25281381865979e-05	0.000427090390064171	-37.9145408163265	0	RNU4-34P	+
chr13	113120299	113123298	+	4.25612142731135e-05	0.000427312397425035	-19.9731084219533	0	F10	+
chr17	43832671	43835670	-	4.26393543996395e-05	0.000427986614439051	-7.05808412990733	0	MPP3	-
chr1	159899580	159902579	-	4.2654344022263e-05	0.000428026782943651	-17.2894314958688	0	AL590560.5	+
chr18	10414016	10417015	-	4.27687192710933e-05	0.000428953516788218	-22.7387996618766	0	LINC01254	-
chr2	130340377	130343376	+	4.28158612021744e-05	0.000429274004317564	5.19421525910819	0	IMP4	+
chr3	49896802	49899801	+	4.28227128938019e-05	0.000429274004317564	-29.4117647058823	0	AC105935.2	+
chr19	38317345	38320344	+	4.28581343912266e-05	0.0004295185554953	-15.1216375522452	0	KCNK6	+
chr2	176819530	176822529	+	4.28903198958733e-05	0.000429730558524626	-47.8947368421053	0	AC092162.3	+
chr15	100785690	100788689	-	4.29364150050565e-05	0.000429971220185598	-24.6960135447129	0	AC087762.2	-
chr16	77434535	77437534	-	4.29345092272813e-05	0.000429971220185598	-17.9151494133287	0	AC025284.1	+
chr19	21586823	21589822	-	4.31649468821218e-05	0.000431926664729786	-38.3132530120482	0	AC123912.4	-
chr1	8795975	8798974	+	4.31952435593406e-05	0.000432118827132541	-34.4609340899171	0	AL357552.1	-
chr19	1488666	1491665	+	4.33307094222464e-05	0.000433140309351709	-9.37008238452282	0	REEP6	+
chr19	9719403	9722402	+	4.34903138613248e-05	0.000434624211510495	-53.1769305962854	0	AC008759.3	+
chr8	64796304	64799303	+	4.36154339371239e-05	0.000435651084364272	-12.5181290790428	0	AC104232.3	+
chr8	64798238	64801237	-	4.36154339371239e-05	0.000435651084364272	-12.5181290790428	0	AC104232.3	+
chr17	20006844	20009843	+	4.37331720754903e-05	0.000436603208149853	-16.9944704976552	0	AC005730.2	-
chr5	85846002	85849001	+	4.38040641370291e-05	0.000437061108618137	-59.7883597883598	0	AC026414.1	+
chr16	28845849	28848848	-	4.38098740251228e-05	0.000437061108618137	-6.08778625954199	0	SH2B1	+
chr17	49416351	49419350	-	4.38126974497196e-05	0.000437061108618137	-39.9930986887509	0	AC091180.2	-
chr16	84697478	84700477	+	4.38477808265447e-05	0.000437299104479787	15.5517170162032	0	USP10	+
chr1	143699120	143702119	-	4.39368783430781e-05	0.000438075530037012	-18.7423687423687	0	RNVU1-17	-
chr20	9066263	9069262	+	4.40787166441117e-05	0.000439377279138017	-17.7660045411056	0	PLCB4	+
chr3	10162419	10165418	+	4.42589769199576e-05	0.00044086923937933	-13.1294560152697	0	IRAK2	+
chr4	59179915	59182914	-	4.42918095175327e-05	0.000441049959037701	-39.0228818800247	0	AC108517.2	-
chr14	20346389	20349388	-	4.44273778612439e-05	0.000442286865470165	-48.7208008898776	0	AL355075.1	-
chr9	129505934	129508933	-	4.44781278180597e-05	0.000442678965036411	-30.19955654102	0	AL391056.2	-
chr5	145228483	145231482	-	4.45255197233808e-05	0.000442908700018601	-27.7188328912467	0	AC132803.1	-
chr11	69001894	69004893	+	4.45353196758532e-05	0.000442908700018601	-16.9027012850774	0	AP003071.3	+
chr10	89281194	89284193	+	4.46622448007322e-05	0.000443831057707276	-43.5057471264368	0	AL353751.1	+
chr10	89281265	89284264	+	4.46622448007322e-05	0.000443831057707276	-43.5057471264368	0	AL353751.1	+
chr2	241734999	241737998	-	4.46895619103873e-05	0.000443989258918423	-18.2191667698914	0	AC114730.1	-
chr1	26188061	26191060	+	4.47633635105711e-05	0.000444609083517159	-19.8273978588595	0	CATSPER4	+
chr2	219001209	219004208	-	4.47999766103765e-05	0.000444859314008977	-11.1781909834506	0	AC097468.1	+
chr2	25008447	25011446	-	4.50220924728758e-05	0.000446723283820906	-30.4188829787234	0	AC013267.2	-
chr12	48024883	48027882	-	4.50172062657966e-05	0.000446723283820906	-22.0658446464898	0	AC004801.3	-
chr10	49677151	49680150	+	4.50652969886313e-05	0.000447038106491503	-26.545842217484	0	C10orf53	+
chr4	13488685	13491684	+	4.50959309224735e-05	0.000447114275664279	-39.9209486166008	0	AC006445.3	+
chr19	2427087	2430086	-	4.50929801973814e-05	0.000447114275664279	-10.2474866366951	0	TIMM13	-
chr6	89080168	89083167	-	4.53111424450909e-05	0.000449066357196164	-6.10008271298594	0	PNRC1	+
chr22	41376784	41379783	-	4.53158734472628e-05	0.000449066357196164	-18.1339031339031	0	RNU6-495P	-
chr2	207109574	207112573	-	4.53594140932488e-05	0.000449383513734107	-21.1792252022137	0	MIR2355	-
chr13	19558828	19561827	+	4.53920557891534e-05	0.000449592558674414	-14.2659427233046	0	LINC00350	+
chr3	151458210	151461209	-	4.56383494385272e-05	0.00045180226235777	-20.1730595376469	0	IGSF10	-
chr2	241579422	241582421	+	4.56616096353601e-05	0.000451917683776792	-35.7142857142857	0	AC133528.1	+
chr6	13295087	13298086	-	4.56894682953679e-05	0.000452078546468391	-17.1220532045274	0	AL008729.1	-
chr19	53862263	53865262	+	4.57416628435999e-05	0.000452480059947292	-28.2329317269076	-891	MYADM	+
chr19	17745218	17748217	+	4.58688028332113e-05	0.000453507414814149	-16.012909632572	0	FCHO1	+
chr10	35230895	35233894	-	4.59576235070667e-05	0.000454270292747471	-31.8881118881119	0	RNU6-794P	-
chr11	119196270	119199269	-	4.61936453963234e-05	0.000456371660262181	-45.6560283687943	0	CCDC153	-
chr17	21530474	21533473	+	4.6229642109537e-05	0.000456611487925206	-48.8095238095238	0	AC233702.7	+
chr10	118595149	118598148	-	4.63928951769443e-05	0.000458107790017203	-16.3057007717202	0	PRLHR	-
chr8	403928	406927	+	4.64140062480406e-05	0.000458200104762397	-17.7083333333333	0	FBXO25	+
chr7	128238778	128241777	+	4.66094215226283e-05	0.000459896153853593	-14.7084286686043	0	LEP	+
chr1	1406596	1409595	+	4.6700190652775e-05	0.000460558462500974	-9.48485006021852	0	AL391244.2	+
chr1	159899666	159902665	-	4.66933934856774e-05	0.000460558462500974	-17.0946658233186	0	AL590560.5	+
chr9	69671872	69674871	-	4.67805392343415e-05	0.000461234094121431	-11.7325198095425	0	AL162412.1	+
chr7	1741792	1744791	-	4.68437373841613e-05	0.000461740331427127	-13.8139105413472	0	ELFN1-AS1	-
chr6	96014892	96017891	-	4.68767394966625e-05	0.000461948744521246	-19.5853053865224	0	FUT9	+
chr2	176106290	176109289	+	4.70839087656424e-05	0.000463830949284501	-11.3245098039216	0	HOXD11	+
chr7	79453168	79456167	-	4.7091551903997e-05	0.000463830949284501	-14.849214539617	0	MAGI2-AS3	+
chr14	22504144	22507143	+	4.71521310924642e-05	0.000464310229197912	-31.5476190476191	0	TRAJ35	+
chr2	43595547	43598546	-	4.71839497227623e-05	0.000464506131273744	-9.78335722914009	0	THADA	-
chr11	2649599	2652598	+	4.73222557255364e-05	0.000465501356677906	-33.6734693877551	0	AC021424.1	+
chr16	2511452	2514451	+	4.73410016732179e-05	0.000465501356677906	-8.88254278728606	0	ATP6V0C	+
chr21	45475766	45478765	+	4.7344792071823e-05	0.000465501356677906	-21.7443249701314	0	MIR6815	+
chr1	86990509	86993508	+	4.73655134112658e-05	0.000465587578838218	-36.5357643758766	0	AC093155.3	+
chr9	5185148	5188147	-	4.74724764968252e-05	0.000466457548762426	-26.4436105899521	0	INSL6	-
chr11	31809891	31812890	+	4.74779663930951e-05	0.000466457548762426	9.37140383218814	0	PAUPAR	+
chr12	130957532	130960531	-	4.75832446391882e-05	0.000467374002753297	-27.8381642512077	0	AC073862.3	-
chr11	14902497	14905496	+	4.76038379933828e-05	0.000467458409133408	-15.1721334018917	0	CALCB	+
chr6	43998080	44001079	+	4.77455090939145e-05	0.000468613329995828	-18.6261261261261	0	C6orf223	+
chr21	45285550	45288549	+	4.77446628454371e-05	0.000468613329995828	-11.9613302133329	0	LINC00205	+
chr12	69610408	69613407	-	4.79452019024236e-05	0.000470454745619373	-23.75	0	LRRC10	-
chr11	126242535	126245534	+	4.81357906267341e-05	0.000472087040247842	-35.2813852813853	0	RN7SL351P	+
chr5	76400785	76403784	+	4.82319157198213e-05	0.000472910716553143	-5.85946321549553	0	IQGAP2	+
chr16	31711485	31714484	-	4.83229784605939e-05	0.00047356518891382	-14.5022624434389	0	AC074050.3	-
chr22	28679366	28682365	-	4.83945585002208e-05	0.000474147390939663	-13.7152777777778	0	TTC28	-
chr4	83635791	83638790	-	4.84692566336964e-05	0.000474640495768136	-54.1507024265645	0	AC021192.1	-
chr19	16798926	16801925	+	4.84676367270864e-05	0.000474640495768136	-27.4871355060034	0	AC008737.3	+
chr6	109824022	109827021	+	4.87202112390514e-05	0.000476965328663436	-35.0036845983788	0	AL512303.1	+
chr10	89453564	89456563	+	4.87311515358869e-05	0.000476965328663436	-35.7816377171216	0	SLC16A12-AS1	+
chr1	6465696	6468695	-	4.88071512690046e-05	0.000477519536618337	-16.5079365079365	0	TNFRSF25	-
chr13	63737519	63740518	-	4.88122909719989e-05	0.000477519536618337	-15.24064171123	0	AL445989.2	+
chr8	41308974	41311973	-	4.88489793464601e-05	0.000477758471112567	-25.4588607594937	0	SFRP1	-
chr19	33903852	33906851	+	4.88734578915252e-05	0.00047787789963965	-16.296623912723	0	AC008556.1	+
chr16	2511465	2514464	+	4.88946844089538e-05	0.000477965478331441	-8.7716365869681	0	ATP6V0C	+
chr1	155396479	155399478	-	4.8943848759463e-05	0.000478326048275183	-20.1851851851852	0	ASH1L-IT1	-
chr2	200811671	200814670	-	4.90449400704982e-05	0.000479193789928833	-6.96746142057807	0	BZW1	+
chr7	75789397	75792396	-	4.90749607294276e-05	0.000479366874426994	-50.2024291497976	0	CCL26	-
chr3	125212365	125215364	-	4.93665783630282e-05	0.000482094524976627	-22.1174863387978	0	SLC12A8	-
chr6	27132296	27135295	-	4.94670262187035e-05	0.000482954387556289	-7.61705101327743	0	H2AC11	+
chr17	5108968	5111967	+	4.95893638523731e-05	0.000483906229676652	-21.6657144670856	0	AC012146.1	+
chr4	116297225	116300224	+	4.97996789553644e-05	0.000485715196220886	-23.125	0	MIR1973	+
chr13	106488647	106491646	+	4.98160202972198e-05	0.000485752958868134	-26.904598490048	0	AL138689.2	+
chr14	99968949	99971948	+	4.9853347523918e-05	0.00048588704533445	17.0656560148326	0	EVL	+
chr16	87695648	87698647	-	4.98547174997253e-05	0.00048588704533445	-16.351273333761	0	AC010536.1	-
chr1	201468738	201471737	-	5.00539552925709e-05	0.000487462957105525	-21.1978417266187	0	PHLDA3	-
chr4	30721471	30724470	-	5.00504349453385e-05	0.000487462957105525	-10.1781170483461	0	AC098595.1	-
chr1	39489136	39492135	+	5.01128679120117e-05	0.000487914713699679	-15.628687557362	0	BMP8A	+
chr1	161158850	161161849	-	5.01400162516117e-05	0.000487983632383301	-12.9691421607741	0	USP21	+
chr17	68135105	68138104	-	5.01450001394007e-05	0.000487983632383301	-15.7804191429465	1906	AC005332.5	+
chr1	202008870	202011869	+	5.03350261914666e-05	0.000489466037266246	-22.5925925925926	0	AL691482.4	+
chr3	52044263	52047262	+	5.05551169818794e-05	0.00049148354929601	-21.7991394008281	0	AC115284.3	+
chr3	101571680	101574679	+	5.0798223145003e-05	0.000493600594316187	-8.19117176671287	0	PCNP	+
chr2	218992923	218995922	-	5.1089421192889e-05	0.000495935310881882	-12.0359637205167	0	CRYBA2	-
chr14	73534643	73537642	+	5.1323112338509e-05	0.00049795562668658	-28.8469601677149	0	ACOT1	+
chr11	46752693	46755692	-	5.14034736989121e-05	0.00049848700969408	-26.9645390070922	0	MIR5582	-
chr13	98140062	98143061	+	5.14698134977607e-05	0.000499006118667315	-15.3769613471106	0	FARP1	+
chr1	9898114	9901113	+	5.15290441993389e-05	0.000499456062897549	-39.5534290271132	0	AL357140.4	+
chr17	81481071	81484070	-	5.15995321541643e-05	0.000500014869419271	-13.3717865417857	0	LINC01971	-
chr11	8690857	8693856	+	5.16599753271567e-05	0.000500351650638834	-32.5274725274725	0	AC091053.1	+
